,Name,Address,Rating,Money,lat,lng,District
5675,Винишко,"Ленинский просп., 61/1",,3.0,55.694855000000004,37.558508,Гагаринский
5676,Винни,"Кржижановского, 17, корп. 1",,2.0,55.679275,37.573492,Академический
5677,Винный базар на Петровском,"Петровский б-р, 15, стр. 1",,2.0,55.768269,37.615982,Тверской
5678,Винный базар на Садовой,"Б.Садовая, 1",,2.0,55.766309,37.590623,Пресненский
5679,Виноград,"Подкопаевский пер., 4",,1.0,55.754228000000005,37.641845,Басманный
5681,Винола,"Братиславская, 13, корп. 1",,1.0,55.661013,37.760369,Марьино
5685,Винчи,"Старомонетный пер., 18",,3.0,55.739727,37.618507,Якиманка
5686,Виталита,"Волгоградский просп., 125, ТЦ «Мираж»",,2.0,55.705534,37.768669,Кузьминки
5687,Виталита,"Ленинский просп., 60/2",,2.0,55.695829,37.557682,Гагаринский
5688,Купянчанка,"Мясницкая, 10, стр. 1",,1.0,55.760180000000005,37.631739,Басманный
5689,Купянчанка,"М.Почтовая, 2/2, стр. 11",,1.0,55.769352000000005,37.686267,Басманный
5690,Кура,"Кантемировская, 14",,2.0,55.638247,37.66874,Москворечье-Сабурово
5691,Курдюк,"Народного Ополчения, 22, корп. 1",,1.0,55.779008,37.480211,Хорошёво-Мнёвники
5692,Курдюк,"Космонавта Волкова, 12",,1.0,55.815539,37.5183,Войковский
5696,Куркума,"Б.Черемушкинская, 1, ТРЦ «Рио»",,1.0,55.690278,37.601879,Котловка
5697,Курочка с нами,"Снежная, 27, ТРЦ «Свиблово», 3 этаж",,1.0,55.856351000000004,37.653334,Свиблово
5698,Курочка с нами,"Шереметьевская, 6, корп. 1, ТРЦ «Райкин-плаза», 4 этаж",,1.0,55.795432999999996,37.617141,Марьина Роща
5699,Курочка с нами,"Борисовские Пруды, 26, ТЦ «Ключевой», 3 этаж",,1.0,55.639959,37.758204,Братеево
5700,Курочка с нами,"Ореховый б-р, 22а, ТРК «Облака», 3 этаж",,1.0,55.612044999999995,37.732718,Зябликово
5701,Курочка с нами,"Локомотивный пр., 4, ТЦ «Парус», 3 этаж",,1.0,55.838,37.576852,Тимирязевский
5702,Курочка с нами,"Барклая, 22",,1.0,55.751452,37.493353000000006,Филёвский Парк
5703,Курочка с нами,"Поляны, 8, ТЦ «Вива», 2 этаж",,1.0,55.565605000000005,37.556128,Северное Бутово
5704,Курочка с нами,"87-й км МКАД, ТК «Час пик»",,1.0,55.90163199999999,37.619612,Бибирево
5705,Курочка с нами,"Старокачаловская, 5а, ТЦ «Круг», 2 этаж",,1.0,55.569846,37.579044,Северное Бутово
5706,Курочка с нами,"Боровское ш., 6, ТЦ «Солнечный рай», 2 этаж",,1.0,55.65879399999999,37.401905,Солнцево
5707,Курочка с нами,"66-й км МКАД, пересечение с Волоколамским ш., ТК «Твой дом», 2 этаж",,1.0,55.814836,37.39046,Строгино
5709,Курочка с нами,"Олимпийская Деревня, 2",,1.0,55.67600600000001,37.473042,Тропарёво-Никулино
5711,Кусты,"Ельнинская, 23, стр. 2",,2.0,55.740730000000006,37.416727,Кунцево
5712,Вишневый сад,"Новоорловская, 3г",,2.0,55.637443999999995,37.366834999999995,Ново-Переделкино
5714,Вкинобар,"Сходненская, 56, ТРЦ «Калейдоскоп»",,2.0,55.850407999999995,37.44409,Южное Тушино
5715,Вкус Востока,"Задонский пр., 16",,2.0,55.626197,37.749526,Зябликово
5716,Вкус Востока,"24-й км МКАД, пересечение с Каширским ш., ТРЦ Vegas, 2 этаж",,2.0,55.59399499999999,37.734946,Орехово-Борисово Южное
5717,Вкус Востока,"Тушинская, 17, ТРЦ «Праздник», 3 этаж",,1.0,55.82666,37.444790000000005,Покровское-Стрешнево
5718,Вкус Грузии,"Сущевский Вал, 43",,2.0,55.793318000000006,37.609811,Марьина Роща
5719,Вкус дня,"14-й км МКАД, ТК «Садовод»",,1.0,55.658439,37.839268,Люблино
5720,Вкус дня,"Кировоградская, 15, ТЦ «Электронный рай»",,1.0,55.609787,37.605131,Чертаново Центральное
5721,Вкус дня,"Тихорецкий б-р, 1, ТЯК «Москва»",,1.0,55.6779,37.779404,Люблино
5722,Вкус дня,"19-й км МКАД, 20, стр. 1, ТК «Южные ворота»",,1.0,55.621424,37.783114000000005,Братеево
5724,Вкус жизни,"М.Афанасьевский пер., 7",,3.0,55.750479000000006,37.597953000000004,Арбат
5726,Вкус мяса,"Сущевский Вал, 5, стр. 21",,2.0,55.793293000000006,37.592698,Марьина Роща
5727,Вкусная еда,"Наметкина, 10б",,2.0,55.66046,37.553136,Черёмушки
5728,Вкусная кухня,"пер. Сивцев Вражек, 29/16",,1.0,55.747976,37.596022,Арбат
5732,Вкусно и полезно,"Беговая, 22, стр. 17",,2.0,55.777277000000005,37.565057,Беговой
5733,Вкуснота,"Часовая, 11, стр. 2",,1.0,55.808341000000006,37.530085,Аэропорт
5734,Вкуснота,"Смольная, 24г, стр. 6",,1.0,55.860964,37.482671999999994,Ховрино
5735,Вкусный уголок,"Новокузнецкая, 39, ТЦ «Павелецкий пассаж»",,1.0,55.73235699999999,37.635484999999996,Замоскворечье
5737,Кухня Полли,"Бирюлевская, 38, стр. 3",,2.0,55.588115,37.664069,Бирюлёво Восточное
5738,Кушавель,"Салтыковская, 8/28",,1.0,55.728145,37.861896,Косино-Ухтомский
5740,Лаборатория,"Дмитрия Ульянова, 5",,2.0,55.692475,37.561509,Гагаринский
5741,Лав,"1-я Останкинская, влад. 7а, стр. 17",,2.0,55.828602000000004,37.614346999999995,Останкинский
5743,Лагуна,"пл. Тверская Застава, 3",,1.0,55.775338,37.581981,Тверской
5744,Ла делиция,"Севастопольский просп., 56а",,2.0,55.64128,37.548321,Коньково
5748,Ладушки-оладушки,"41-й км МКАД, пересечение с Калужским ш., ТЦ «Мега Теплый Стан»",,1.0,55.609823,37.49329,Ясенево
5750,Лайтон,"Ясногорская, 17, корп. 1",,1.0,55.602139,37.533239,Ясенево
5752,Ла карот,"Варшавское ш., 47, корп. 4, БЦ «Технопарк»",,1.0,55.67913299999999,37.630122,Нагатино-Садовники
5753,Ла карот,"1-й Нагатинский пр., 10, стр. 1, БЦ Newton Plaza",,1.0,55.678458,37.632287,Нагатино-Садовники
5755,Ла карот,"Новоданиловская наб., 10, БЦ «Даниловский форт»",,1.0,55.695905,37.625361,Донской
5757,Лаки Чан,"Кузнецкий Мост, 19, стр. 1",,2.0,55.762449,37.625855,Мещанский
5758,Лакомка,"Первомайская, 47/19",,2.0,55.793424,37.787865999999994,Измайлово
5759,Ламаджо,"Люблинская, 175",,2.0,55.645878,37.747378999999995,Марьино
5760,Вкусный уголок,"Б.Черкизовская, 5, корп. 1",,1.0,55.797463,37.720609,Преображенское
5761,Вкусный уголок,"Сходненская, 52, корп. 1",,1.0,55.848684999999996,37.440775,Южное Тушино
5762,Вкусный уголок,"Красная Пресня, 44, стр. 1",,1.0,55.76286999999999,37.564976,Пресненский
5763,Вкусный уголок,"Сходненская, 37",,1.0,55.849423,37.438987,Южное Тушино
5764,Вкусный уголок,"Измайловский б-р, 38",,1.0,55.796395,37.800712,Измайлово
5765,Вкусный уголок,"Волгоградский просп., 3-5, стр. 2",,1.0,55.731885999999996,37.672298,Таганский
5766,Вкусный уголок,"Люблинская, 171",,1.0,55.646914,37.746912,Марьино
5767,Вкусняк,"Образцова, 7",,1.0,55.786338,37.607529,Марьина Роща
5769,Вкус & Цвет,"Б.Новодмитровская, 36, стр. 6, дизайн-завод «Флакон»",,1.0,55.805862,37.585421999999994,Бутырский
5771,Владикавказ,"просп. Мира, ВДНХ, 119, павильон 531",,2.0,55.826291000000005,37.637614,Останкинский
5776,Водопад,"Юных Ленинцев, 71",,2.0,55.700157,37.767519,Кузьминки
5777,Водопад,"Алтуфьевское ш., влад. 79б, стр. 5",,1.0,55.885842000000004,37.5857,Алтуфьевский
5778,Вокия,"Вавилова, 3, ТРЦ «Гагаринский»",,1.0,55.706883,37.592096000000005,Донской
5779,Вокия,"Головинское ш., 5, ТЦ «Водный»",,1.0,55.84024,37.492024,Головинский
5780,Вокия,"Шереметьевская, 6, корп. 1, ТРЦ «Райкин-плаза»",,1.0,55.795432999999996,37.617141,Марьина Роща
5782,Воккер,"Щукинская, 42, ТРК «Щука»",,1.0,55.80946899999999,37.464571,Щукино
5783,Воккер,"Кировоградская, 13а, ТЦ Columbus",,1.0,55.612182,37.607026,Чертаново Центральное
5785,Лангуст,"Гончарная, 21",,4.0,55.743512,37.649678,Таганский
5786,Ланчер,"Олимпийский просп., 14, БЦ «Даймонд-холл»",,1.0,55.77835,37.623375,Мещанский
5787,Ланчер,"Б.Семеновская, 32, стр. 3",,1.0,55.781631000000004,37.707853,Соколиная Гора
5788,Лапша и пицца,"Лужники, 24, стр. 8",,1.0,55.719678,37.552678,Хамовники
5790,Ласточка,"просп. Мира, 119, ВДНХ, павильон 526",,2.0,55.826291000000005,37.637614,Останкинский
5791,Ласточка,"В.Масловка, 7",,1.0,55.792513,37.565587,Аэропорт
5792,Ласточка,"Полярная, 7",,1.0,55.873955,37.636599,Южное Медведково
5793,Латук,"Яузская, 1/15, стр. 2",,2.0,55.75030699999999,37.643597,Таганский
5794,Лафа,"Снежная, 26",,2.0,55.854997,37.653388,Свиблово
5795,Ла чиполла,"Театральная пл., 5, стр. 3",,3.0,55.757332999999996,37.621272999999995,Тверской
5797,Леван,"Локомотивный пр., 19",,1.0,55.844238,37.573842,Тимирязевский
5798,Легенда,"Свободы, 71, корп. 3",,2.0,55.860105000000004,37.448347999999996,Северное Тушино
5799,Легенда,"Новоясеневский просп., 1, корп. 1",,1.0,55.619376,37.506710999999996,Ясенево
5800,Легенды,"Вешняковская, 16г",,1.0,55.725772,37.826341,Вешняки
5801,Легио,"Тишинская пл., 1, стр. 1, ТВК «Тишинка»",,1.0,55.769226,37.583372999999995,Пресненский
5802,Легио,"Рязанский просп., 30, корп. 2, ТЦ «Рязанский»",,1.0,55.718095999999996,37.784065999999996,Рязанский
5804,Легио,"Свободный просп., 33, ТД «Перовский»",,1.0,55.752784,37.819307,Новогиреево
5806,Легио,"Шоссейная, 4, корп. 1",,1.0,55.69177,37.727185,Печатники
5807,Легио,"Рязанский просп., 2, корп. 2, ТК «Город на Рязанке»",,1.0,55.729833,37.731021000000005,Нижегородский
5808,Воккер,"Сходненская, 56, ТРЦ «Калейдоскоп»",,1.0,55.850407999999995,37.44409,Южное Тушино
5809,Воккер,"7-я Кожуховская, 9, ТРК «Мозаика»",,1.0,55.710687,37.6751,Южнопортовый
5810,Воккер,"Вавилова, 3, ТРЦ «Гагаринский»",,1.0,55.706883,37.592096000000005,Донской
5812,Воккер,"Пресненская наб., 6, стр. 2, БЦ «Башня Империя»",,1.0,55.748143000000006,37.540488,Пресненский
5813,Воккер,"41-й км МКАД, пересечение с Калужским ш., ТЦ «Мега Теплый Стан»",,1.0,55.609823,37.49329,Ясенево
5814,Воккер,"Ореховый б-р, 14, корп. 3, ТРЦ «Домодедовский»",,1.0,55.609675,37.720106,Орехово-Борисово Южное
5815,Вокмания,"Люблинская, 153, ТК «Л-153»",,1.0,55.658834999999996,37.741908,Марьино
5816,Вокмания,"просп. Вернадского, 86а, ТРЦ Avenue South West, 5 этаж",,1.0,55.66301899999999,37.480993,Тропарёво-Никулино
5817,Вокмания,"Рублевское ш., 62, ТРЦ «Европарк», 2 этаж",,1.0,55.766212,37.380875,Крылатское
5818,Вокмания,"Багратионовский пр., 5, ТРЦ «Филион», 3 этаж",,1.0,55.743649,37.508122,Филёвский Парк
5819,Вокмания,"ш. Энтузиастов, 12, корп. 2, ТК «Город Лефортово», 3 этаж",,1.0,55.747363,37.707097999999995,Лефортово
5820,Вокмания,"просп. Андропова, 22, ТЦ «Нора»",,1.0,55.682706,37.66132,Нагатино-Садовники
5821,Вокмания,"24-й км МКАД, пересечение с Каширским ш., ТРЦ Vegas",,1.0,55.59399499999999,37.734946,Орехово-Борисово Южное
5822,Вокмания,"Рязанский просп., 2, корп. 2, ТК «Город на Рязанке»",,1.0,55.729833,37.731021000000005,Нижегородский
5823,Вокмания,"Профсоюзная, 129а, ТРЦ «Принц-плаза», 4 этаж",,1.0,55.61813000000001,37.507484000000005,Ясенево
5824,Вокмания,"Ореховый б-р, 22а, ТРК «Облака»",,1.0,55.612044999999995,37.732718,Зябликово
5825,Вокмания,"Б.Черемушкинская, 1, ТРЦ «Рио»",,1.0,55.690278,37.601879,Котловка
5826,Вокмания,"56-й км МКАД, ТРЦ «Vegas Кунцево», 2 этаж",,1.0,55.727536,37.378908,Можайский
5827,Вокмания,"66-й км МКАД, пересечение с Волоколамским ш., ТРЦ «Vegas Крокус-сити», 3 этаж",,1.0,55.814836,37.39046,Строгино
5829,Волконский,"Б.Якиманка, 19",,2.0,55.737339,37.615587,Якиманка
5830,Волконский,"Цветной б-р, 15, стр. 1, универмаг «Цветной»",,2.0,55.771145,37.620177000000005,Тверской
5831,Волконский,"Н.Арбат, 22",,2.0,55.753129,37.589096000000005,Арбат
5832,Легио,"Ходынский б-р, 4, ТРЦ «Авиапарк»",,1.0,55.790464,37.530409000000006,Хорошёвский
5833,Легио,"Поляны, 8, ТЦ «Вива»",,1.0,55.565605000000005,37.556128,Северное Бутово
5834,Легко готовить,"Гурьянова, 30",,1.0,55.680707,37.715821000000005,Печатники
5836,Легко готовить,"Крутицкий Вал, 28",,1.0,55.728616,37.662828999999995,Южнопортовый
5837,Лед-н-ролл,"Театральный пр., 5, Центральный детский магазин, 6 этаж",,1.0,55.760194999999996,37.624651,Мещанский
5838,Лед & Пламя,"Автозаводская, 18, ТРЦ «Ривьера», 3 этаж",,2.0,55.705452,37.637749,Даниловский
5839,Лезгинка,"1-я ул. Измайловского Зверинца, 8",,1.0,55.775241,37.746229,Измайлово
5840,Лейка и кофейник,"Петровско-Разумовский пр., 16",,1.0,55.797574,37.569468,Савёловский
5841,Ле кебаб-клаб,"Мичуринский просп., 38",,1.0,55.696387,37.494827,Раменки
5842,Ле кебаб-клаб,"2-я Владимирская, 32, корп. 1",,1.0,55.752019,37.783383,Перово
5843,Лель,"Солдатская, 17",,2.0,55.764116,37.705949,Лефортово
5844,Лен,"Бакунинская, 69, стр. 1",,2.0,55.778897,37.690614000000004,Басманный
5845,"Ленинградка, 112","Ленинградское ш., 112, стр. 3",,2.0,55.864778,37.466322999999996,Левобережный
5846,Лепешка,"Привольная, 63",,2.0,55.682010999999996,37.847325,Выхино-Жулебино
5847,Лепешка,"Б.Серпуховская, 23",,2.0,55.72595,37.625963,Замоскворечье
5850,Лермонтов,"Садовая-Спасская, 21/1",,2.0,55.769422999999996,37.649291999999996,Красносельский
5851,Лес,"Лесная, 30а",,1.0,55.783235,37.596588,Тверской
5852,Лес,"Липецкая, 7а",,2.0,55.583631999999994,37.682772,Бирюлёво Восточное
5854,Летний сад,"Кутузовский просп., 12, стр. 1, БЦ «Бадаевский»",,3.0,55.750788,37.5592,Дорогомилово
5855,Летняя веранда,"Краснопресненская наб., 12, ЦМТ",,3.0,55.754203000000004,37.556388,Пресненский
5856,Волконский,"Кутузовский просп., 36, стр. 10",,2.0,55.74185,37.525396,Дорогомилово
5857,Волконский,"Рочдельская, 11/5",,2.0,55.756462,37.569953000000005,Пресненский
5858,Волконский,"Чистопрудный б-р, 1",,2.0,55.765043000000006,37.639078000000005,Басманный
5860,Волконский,"Воздвиженка, 7/6, стр. 1",,2.0,55.75244,37.605472,Арбат
5861,Волконский,"Плющиха, 53/25, стр. 1",,2.0,55.738764,37.576446999999995,Хамовники
5862,Волконский,"просп. Мира, 26, стр. 1",,2.0,55.77796,37.633068,Мещанский
5864,Волконский у дома,"Сущевский Вал, 22",,1.0,55.792463,37.60496,Марьина Роща
5865,Волконский у дома,"Крымский Вал, 8",,1.0,55.731176,37.609173,Якиманка
5866,Волконский у дома,"М.Левшинский пер., 14/9, стр. 1",,1.0,55.742514,37.589535999999995,Хамовники
5867,Волконский у дома,"Селезневская, 4",,1.0,55.77967099999999,37.603999,Тверской
5868,Волконский у дома,"Бутырская, 2, стр. 3",,1.0,55.794229,37.586696999999994,Бутырский
5869,Волконский у дома,"Авиамоторная, 39",,1.0,55.755798999999996,37.71671,Лефортово
5870,Волконский у дома,"Маршала Мерецкова, 4",,1.0,55.793748,37.490299,Щукино
5871,Волконский у дома,"М.Палашевский пер., 2/8",,1.0,55.764759,37.601681,Тверской
5872,Волконский у дома,"Тверская, 9",,1.0,55.759856000000006,37.610548,Тверской
5874,Волконский у дома,"Ниж.Масловка, 5, корп. 1",,1.0,55.791343999999995,37.584299,Беговой
5875,Волна,"Тверской б-р, 26, стр. 2",,4.0,55.763335999999995,37.604628000000005,Тверской
5877,Воробьи,"Косыгина, 28",,3.0,55.708511,37.544827000000005,Раменки
5880,Лето близко,"Ткацкая, 5, стр. 2",,2.0,55.786166,37.723502,Соколиная Гора
5881,Лето на Патриках,"Спиридоньевский пер., 9, стр. 1",,3.0,55.762423999999996,37.594117,Пресненский
5883,Лефортово,"Энергетическая, 22",,2.0,55.756574,37.715183,Лефортово
5884,Либерто,"Селезневская, 15, стр. 2",,2.0,55.78088100000001,37.607853000000006,Тверской
5885,Ливан-хаус,"просп. Вернадского, 6, ТЦ «Капитолий Вернадского»",,1.0,55.69195799999999,37.527956,Раменки
5886,Ливан-хаус,"Ленинградское ш., 16а, стр. 4, ТЦ «Метрополис»",,1.0,55.823211,37.497468,Войковский
5887,Ливан-хаус,"24-й км МКАД, пересечение с Каширским ш., ТРЦ Vegas",,1.0,55.59399499999999,37.734946,Орехово-Борисово Южное
5888,Ливан-хаус,"Миклухо-Маклая, 32а, ТЦ «Капитолий Беляево»",,1.0,55.640889,37.530732,Коньково
5889,Ливан-хаус,"Перерва, 43, корп. 1, ТК «Бум»",,1.0,55.659647,37.749660999999996,Марьино
5890,Ливан-хаус,"Сходненская, 56, ТРЦ «Калейдоскоп»",,1.0,55.850407999999995,37.44409,Южное Тушино
5891,Ливан-хаус,"Театральный пр., 5, Центральный детский магазин",,1.0,55.760194999999996,37.624651,Мещанский
5892,Ливан-хаус,"Земляной Вал, 33, ТРК «Атриум»",,1.0,55.757339,37.659164000000004,Басманный
5893,Ливан-хаус,"Кировоградская, 13а, ТЦ Columbus",,1.0,55.612182,37.607026,Чертаново Центральное
5894,Ливан-хаус,"66-й км МКАД, пересечение с Волоколамским ш., ТРЦ «Vegas Крокус-сити»",,1.0,55.814836,37.39046,Строгино
5895,Ливан-хаус,"Ходынский б-р, 4, ТРЦ «Авиапарк»",,1.0,55.790464,37.530409000000006,Хорошёвский
5896,Ливан-хаус,"56-й км МКАД, ТРЦ «Vegas Кунцево»",,1.0,55.74261,37.398482,Кунцево
5897,Ливан-хаус,"Манежная пл., 1, стр. 2, ТЦ «Охотный Ряд»",,1.0,55.755773,37.614608000000004,Тверской
5900,Лигети,"8-я ул. Текстильщиков, 19",,2.0,55.702028000000006,37.747361,Текстильщики
5901,Лилия,"Енисейская, 9а",,2.0,55.864727,37.661239,Бабушкинский
5902,Лима,"Дружинниковская, 15",,2.0,55.759684,37.574857,Пресненский
5903,Лиман,"Архитектора Власова, 33",,1.0,55.669463,37.546614,Обручевский
5904,Восточная ночь,"Митинская, 55, корп. 1",,2.0,55.854643,37.351123,Митино
5905,Восточная сказка,"Краснопрудная, 7–9",,2.0,55.778441,37.662749,Красносельский
5906,Восточные вечера,"2-й квартал Капотни, 37",,1.0,55.642662,37.796319,Капотня
5907,Восточный базар,"66-й км МКАД, пересечение с Волоколамским ш., ТРЦ «Vegas Крокус-сити»",,1.0,55.814836,37.39046,Строгино
5908,Восточный базар,"Ходынский б-р, 4, ТРЦ «Авиапарк»",,1.0,55.790464,37.530409000000006,Хорошёвский
5909,Восточный базар,"просп. Мира, 211, ТРЦ «Золотой Вавилон»",,1.0,55.84585500000001,37.662093,Свиблово
5910,Восточный базар,"Сущевский Вал, 5, стр. 1, ТК «Савеловский»",,1.0,55.794401,37.592042,Марьина Роща
5912,Восточный дворик,"Каланчевская, 4/2",,2.0,55.770968,37.652157,Красносельский
5913,Восточный дворик,"Жулебинский б-р, 9",,2.0,55.697828,37.848502,Выхино-Жулебино
5915,Восточный квартал,"Измайловский б-р, 69",,2.0,55.79743199999999,37.817448,Восточное Измайлово
5916,Восточный сад,"Гастелло, 37",,2.0,55.784091000000004,37.690740000000005,Сокольники
5917,Восточный уют,"Енисейская, 12а",,2.0,55.862519999999996,37.661922,Бабушкинский
5918,Восточный экспресс,"Заревый пр., 12",,2.0,55.886488,37.656828999999995,Северное Медведково
5920,Восход,"Варварка, 6, парк «Зарядье»",,3.0,55.751563,37.625729,Тверской
5921,Восход,"14-й км МКАД, ТК «Садовод»",,1.0,55.658439,37.839268,Люблино
5923,Вояж,"Рязанский просп., 97",,2.0,55.71481,37.808896000000004,Выхино-Жулебино
5924,Время есть,"Ленинградский просп., 78, корп. 1",,1.0,55.806059,37.513296000000004,Аэропорт
5925,Время есть,"Волгоградский просп., 32, корп. 2",,1.0,55.723876000000004,37.689904999999996,Южнопортовый
5926,Время есть,"Пресненская наб., 2, ТЦ «Афимолл-сити»",,1.0,55.74906,37.539347,Пресненский
5927,Время есть,"Красная Пресня, 6/2, стр. 1",,1.0,55.761365000000005,37.574831,Пресненский
5928,Лимон,"Никулинская, 27б",,2.0,55.669385999999996,37.451392999999996,Тропарёво-Никулино
5929,Лимузин,"Привольная, 2, стр. 3",,2.0,55.703855000000004,37.841406,Выхино-Жулебино
5930,Линдерхоф,"Ломоносовский просп., 7, корп. 1",,2.0,55.686645,37.546579,Гагаринский
5931,Линдфорс,"Маши Порываевой, 38",,1.0,55.77341800000001,37.650325,Красносельский
5932,Линдфорс,"просп. Вернадского, 29, ТОЦ «Лето»",,1.0,55.681666,37.51662,Ломоносовский
5933,Линдфорс,"Б.Садовая, 5",,1.0,55.768324,37.593354,Пресненский
5934,Линия фронта,"Б.Сухаревская пл., 16/18, стр. 1",,2.0,55.771651,37.637434000000006,Красносельский
5935,Лира,"Камергерский пер., 5/7",,2.0,55.760585,37.614824,Тверской
5936,Листок,"Новозаводская, 12а",,2.0,55.753174,37.502678,Филёвский Парк
5948,Лобби-бар,"Дмитровское ш., влад. 171, гостиница Holiday Inn Moscow Vinogradovo",,2.0,55.943658,37.536446000000005,Северный
5950,Лоза,"Б.Филевская, 53",,2.0,55.739838,37.469287,Фили-Давыдково
5952,Время есть,"Тверская, 30/2, стр. 1",,1.0,55.769798,37.597836,Тверской
5953,Все вкусно,"Машкова, 22",,2.0,55.764212,37.653172999999995,Басманный
5954,Всем густого,"Измайловское ш., 44",,2.0,55.779322,37.733464,Соколиная Гора
5955,Встреча,"Новоясеневский просп., 2б",,1.0,55.616868999999994,37.508553000000006,Ясенево
5956,Встреча,"Кржижановского, 1/19",,1.0,55.683686,37.560421999999996,Академический
5958,В тесте,"Н.Арбат, 11, стр. 1, ТД «Новоарбатский»",,1.0,55.752217,37.595132,Арбат
5961,Вусал,"Маршала Федоренко, 7",,1.0,55.88026800000001,37.489895000000004,Западное Дегунино
5962,Выдыхай,"Тимура Фрунзе, 20, стр. 5",,2.0,55.73530699999999,37.588629,Хамовники
5963,Высотка,"Кудринская пл., 1",,2.0,55.758914000000004,37.580220000000004,Пресненский
5965,Высотник,"Раменки, 5",,2.0,55.692586999999996,37.49488,Раменки
5967,Вьет-вок,"Сущевский Вал, 31",,1.0,55.793328,37.604161,Марьина Роща
5968,Вьетком,"Тихорецкий б-р, 1, ТЯК «Москва», 2 этаж",,1.0,55.6779,37.779404,Люблино
5969,Вьет-папа,"Хорошевское ш., 27, ТРЦ «Хорошо!»",,1.0,55.777083999999995,37.523653,Хорошёвский
5972,Гаврош,"Минская, 6, корп. 3",,2.0,55.734471,37.488475,Филёвский Парк
5973,Гадкий койот,"Столешников пер., 8",,2.0,55.76228199999999,37.61291,Тверской
5974,Гадкий койот,"Арбат, 1",,2.0,55.751812,37.599292,Арбат
5975,Галактика,"Миклухо-Маклая, 10а",,2.0,55.649855,37.504564,Обручевский
5976,Лоза,"Митинская, 10, корп. 1",,2.0,55.840791,37.379042999999996,Митино
5977,Локо,"Образцова, 22",,2.0,55.788824,37.610413,Марьина Роща
5978,Лора Крафт,"Покровка, 1/13/6, стр. 2",,1.0,55.758615,37.639024,Басманный
5979,Лубянка,"Б.Лубянка, 13/16",,2.0,55.762976,37.6289,Мещанский
5980,Луиджи,"просп. Мира, 61",,2.0,55.785999,37.634551,Мещанский
5985,Лукоморье,"Пятницкое ш., 18, ТК «Митинский радиорынок»",,1.0,55.844324,37.383642,Митино
5986,Лукум,"Маршала Бирюзова, 12",,1.0,55.793303,37.494512,Щукино
5988,Лунный дворик,"Н.Басманная, 23а",,3.0,55.769859,37.662102000000004,Красносельский
5989,Луснар,"Амурская, 12а",,2.0,55.80846700000001,37.7638,Гольяново
5990,Лусюнь,"2-я Тверская-Ямская, 38",,2.0,55.773768000000004,37.592482000000004,Тверской
5991,Лучший выбор,"Бутлерова, 17, БЦ Neo Geo",,1.0,55.650144999999995,37.539626,Коньково
5992,Любава,"Дмитровское ш., 90, корп. 1",,1.0,55.872329,37.550036999999996,Бескудниковский
5993,Любава,"Базовская, 15, корп. 8",,1.0,55.87805600000001,37.507906,Западное Дегунино
5996,Любава,"Каховка, 11, корп. 1",,1.0,55.65079,37.587253999999994,Зюзино
5997,Люба-Любонька,"Славянская пл., 2",,3.0,55.753038000000004,37.635,Таганский
5998,Любимая пицца,"Полбина, 6",,2.0,55.691058999999996,37.729754,Печатники
5999,Любимый город,"Кедрова, 8/1, корп. 2",,2.0,55.685005000000004,37.567491,Академический
6001,Галата,"Пресненская наб., 2, ТЦ «Афимолл-сити»",,2.0,55.74906,37.539347,Пресненский
6004,Галерея,"Нагорная, 25, стр. 1",,2.0,55.676590000000004,37.599821999999996,Котловка
6005,Галерея художника,"Пречистенка, 19/11, стр. 1",,3.0,55.741151,37.593839,Хамовники
6006,Галилео,"Миклухо-Маклая, 13",,2.0,55.652654000000005,37.504412,Обручевский
6007,Галио,"Зеленый просп., 20",,2.0,55.750104,37.787309,Новогиреево
6009,Гамарджоба,"Н.Арбат, 11, стр. 1, ТД «Новоарбатский»",,1.0,55.752217,37.595132,Арбат
6011,Гамбит,"Б.Черкасский пер., 4, стр. 2",,3.0,55.757303,37.624849,Тверской
6012,Гамбринус,"Зубовский б-р, 13, стр. 2",,3.0,55.735439,37.592285,Хамовники
6013,Гамбринус,"1-я Владимирская, 9",,3.0,55.759451,37.774427,Перово
6014,Гамбринус,"Марксистская, 20, стр. 1",,3.0,55.738231000000006,37.659775,Таганский
6015,Ганга,"Новосущевская, 26а",,2.0,55.791678000000005,37.604852,Марьина Роща
6016,Ганеша,"Академика Королева, 3",,2.0,55.820855,37.632771999999996,Останкинский
6017,Ганс и Марта,"Салтыковская, 15г",,2.0,55.737588,37.867241,Новокосино
6018,Гараж,"Скульптора Мухиной, 18",,2.0,55.637977,37.33852,Ново-Переделкино
6020,Гарнир,"25-й км МКАД, ТЦ «Конструктор»",,1.0,55.588888,37.722198999999996,Бирюлёво Восточное
6022,Гарцующий дредноут,"Таганская, 13, стр. 3",,2.0,55.740759999999995,37.661132,Таганский
6026,Люблю жизнь,"Кировоградская, 13а, ТЦ Columbus, 2 этаж",,1.0,55.612182,37.607026,Чертаново Центральное
6027,Любовь и сладости,"Мытная, 74, Даниловский рынок",,1.0,55.712112,37.620554999999996,Даниловский
6029,Любовь и сладости,"Самокатная, 4, стр. 1",,1.0,55.755687,37.677454,Лефортово
6030,Любовь и сладости,"66-й км МКАД, пересечение с Волоколамским ш., ТРЦ «Vegas Крокус-сити»",,1.0,55.814836,37.39046,Строгино
6032,Любургер,"Вавилова, 3, ТРЦ «Гагаринский»",,1.0,55.706883,37.592096000000005,Донской
