,Name,Address,Metro,Rating,Money
6303,Даблби,"Пресненская наб., 12, ММДЦ «Москва-Сити», башня «Федерация»","Выставочная, Международная, Деловой центр",,1
6304,Даблби,"Пресненская наб., 8, ММДЦ «Москва-Сити», башня «Город столиц», 1 этаж","Выставочная, Международная, Деловой центр",,1
6305,Даблби,"Трехпрудный пер., 10/2","Маяковская, Тверская, Пушкинская, Чеховская",,1
6306,Даблби,"Ленинская Слобода, 19, БЦ Omega Plaza",Автозаводская,,1
6307,Даблби,"Б.Дмитровка, 9, стр. 1","Охотный Ряд, Театральная, Площадь Революции",,1
6308,Даблби,"Варшавское ш., 9, стр. 1, БК «Даниловская мануфактура», корпус «Ряды Солдатенкова»",Тульская,,1
6309,Даблби,"Ленинградский просп., 31а, стр. 1, МФК «Монарх»",Динамо,,1
6310,Даблби,"Мантулинская, 5, стр. 3, в парке «Красная Пресня»","Выставочная, Улица 1905 года, Деловой центр",,1
6311,Даблби,"Покровка, 16","Чистые пруды, Тургеневская, Сретенский бульвар",,1
6312,Марукамэ,"пл. Джавахарлала Неру, 1, ТЦ «Университи»",Университет,,1
6313,Марукамэ,"Ленинская Слобода, 17",Автозаводская,,1
6314,Марукамэ,"4-й Лесной пер., 4, БЦ White Stone",Белорусская,,1
6315,Марукамэ,"Н.Арбат, 11, стр. 1, ТД «Новоарбатский»",Арбатская,,1
6316,Маруся,"Новочеркасский б-р, 20, корп. 1",Марьино,,2
6317,Маруся,"Гончарная, 21","Таганская, Марксистская",,
6318,Марфино,"10-й км от МКАД Дмитровского ш., дер. Еремино",,,2
6319,Мархал,"Планерная, 12",Планерная,,2
6320,Мархал,"Ангарская, 1, корп. 2",,,2
6321,Марчеллис,"Митинская, 53",Пятницкое шоссе,,2
6322,Марчеллис,"Б.Дмитровка, 5/6, стр. 1","Лубянка, Охотный Ряд, Театральная, Площадь Революции, Кузнецкий Мост",,2
6323,Марше,"просп. Мира, 211, ТРЦ «Золотой Вавилон»","Свиблово, Ботанический сад, ВДНХ",,2
6324,Маска,"Новозаводская, 27в","Багратионовская, Фили",,2
6325,Массимилиано,"Кузнецкий Мост, 3, стр. 2","Лубянка, Охотный Ряд, Театральная, Площадь Революции, Кузнецкий Мост",,2
6326,Массимилиано,"Гарибальди, 36",Новые Черемушки,,2
6327,Массимо,"Ленинский просп., 146, гостиница Astrus, 2 этаж",Юго-Западная,,2
6328,Массолит,"Б.Сухаревская пл., 16/18, стр. 1","Чистые пруды, Сухаревская, Тургеневская, Сретенский бульвар",,
6329,Мастервкус,"просп. Буденного, 53, КЦ «Буденовский»",Шоссе Энтузиастов,,1
6330,Мастер-фуд,,,,
6331,Матрешка,"Верейская, 9",Кунцевская,,1
6332,Матчпоинт,"Н.Арбат, 21",Смоленская,,2
6333,Маугли,"Гастелло, 39",Электрозаводская,,1
6334,Маха рикша,"Б.Дровяной пер., 8, стр. 1","Таганская, Марксистская",,2
6335,Мацони,"Новокузнецкая, 33, стр. 1",Павелецкая,,2
6336,Даблби,"Электрозаводская, 27, стр. 4, БЦ «Лефорт»",Электрозаводская,,1
6337,Даблби,"Театральный пр., 5, Центральный детский магазин, 2 этаж","Лубянка, Кузнецкий Мост",,1
6338,Даблби,"Цветной б-р, 2, БЦ «Легенда Цветного»","Цветной бульвар, Трубная",,1
6339,Даблби,"Б.Бронная, 15/8","Тверская, Пушкинская, Чеховская",,1
6340,Даблби,"Верейская, 29, стр. 134, БЦ «Верейская плаза I»",Кунцевская,,1
6341,Даблби,"Воздвиженка, 10, ЦВУМ","Библиотека им. Ленина, Арбатская, Александровский сад, Боровицкая",,1
6342,Даблби,"Сретенка, 26, вход из Даева переулка",Сухаревская,,1
6343,Даблби,"Волхонка, 9, стр. 1",Кропоткинская,,1
6344,Даблби,"Пресненская наб., 2, ТЦ «Афимолл-сити», 2 этаж","Выставочная, Деловой центр",,1
6345,Даблби,"Арбат, 10",Арбатская,,1
6346,Даблби,"Льва Толстого, 18б, ДК «Красная роза», БЦ «Строганов»",Парк культуры,,1
6347,Даблби,"Ленинградский просп., 72, стр. 2, БЦ «Алкон»",Сокол,,1
6348,Даблби,"22-й км Киевского ш., 6, стр. 1, ОП Comcity",Румянцево,,1
6349,Даблби,"Цветной б-р, 15, стр. 1, универмаг «Цветной»","Цветной бульвар, Трубная",,1
6350,Даблби,"Б.Татарская, 7, корп. 4, ЖК «4 солнца»","Новокузнецкая, Третьяковская",,1
6351,Даблби,"Крылатская, 17, корп. 1, БП «Крылатские холмы»",Крылатское,,1
6352,Даблби,"Центральная пл., 1, ДК «Зеленоград»",,,1
6353,Даблби,"аэропорт Шереметьево-2, терминал Е",,,1
6354,Даблби,"24-й км Ленинградского ш., ТЦ «Мега Химки»","Речной вокзал, Планерная",,1
6355,Даблби,"Остоженка, 27, корп. 3",Парк культуры,,1
6356,Даблби,"Пятницкая, 73","Добрынинская, Серпуховская",,1
6357,Даблби,"Балчуг, 3/2","Новокузнецкая, Третьяковская",,1
6358,Даблби,"Крымский Вал, 9, стр. 18, в парке Горького","Парк культуры, Октябрьская",,1
6359,Даблби,"Валовая, 2/44, стр. 1",Павелецкая,,1
6360,Мацони,"Б.Сухаревская пл., 16/18, стр. 2",Сухаревская,,2
6361,Мацони,"Б.Семеновская, 45","Семеновская, Электрозаводская",,2
6362,Мацони,"Бориса Галушкина, 18",ВДНХ,,2
6363,Маэстро Jazz,"Восточная, 4, корп. 1",Автозаводская,,
6364,Маэстро Ресто,"Дубининская, 55",Павелецкая,,2
6365,Маэстро Ресто,"Профсоюзная, 58, корп. 4",Новые Черемушки,,2
6366,Маэстро Ресто,"49-й км Киевского ш., дер. Софьино, участок 2",,,2
