,Name,Address,Metro,Rating,Money,lat,lng,District
8180,Русские традиции,"Б.Семеновская, 27, корп. 2",Электрозаводская,,1.0,55.782618,37.708194,Соколиная Гора
8181,Русские традиции,"1-я ул. Бухвостова, 12/11, корп. 12",Преображенская площадь,,1.0,55.796157,37.712273,Преображенское
8182,Русский,"Пресненская наб., 2, ТЦ «Афимолл-сити», 5 этаж","Выставочная, Деловой центр",,2.0,55.74906,37.539347,Пресненский
8183,Русский лес,"Новокузнецкая, 18","Новокузнецкая, Третьяковская",,1.0,55.73699,37.630876,Замоскворечье
8184,Крошка-картошка,"Боровское ш., 6, ТЦ «Солнечный рай»",,,1.0,55.658794,37.401905,Солнцево
8185,Крошка-картошка,"Солнцевский просп., 21, ТЦ «Столица»",,,1.0,55.647041,37.411741,Солнцево
8186,Крошка-картошка,"аэропорт Внуково, терминал А, 1 этаж",,,1.0,55.605058,37.286292,Внуково
8187,Крошка-картошка,"Кировоградская, 14, ТЦ «Глобал-сити»",Южная,,1.0,55.622604,37.60593,Чертаново Северное
8188,Крошка-картошка,"аэропорт Домодедово, зона вылета внутренних линий, 2 этаж",,,1.0,,,
8189,Крошка-картошка,"Железнодорожный, Советская, 9, ТЦ «Эдельвейс»",,,1.0,57.904124,102.751943,
8190,Крошка-картошка,"аэропорт Внуково, терминал А, 3 этаж",,,1.0,55.605058,37.286292,Внуково
8191,Крошка-картошка,"аэропорт Шереметьево-2, терминал F, 2 этаж",,,1.0,50.34181,30.888733,
8192,Крошка-картошка,"аэропорт Шереметьево-1, терминал С",,,1.0,45.036082,33.980896,
8193,Крошка-картошка,"аэропорт Шереметьево-3, терминал D, 1 этаж",,,1.0,50.351846,30.896952,
8194,Крошка-картошка,"аэропорт Шереметьево-3, терминал F, 3 этаж",,,1.0,55.966448,37.415838,
8195,Крошка-картошка,"22-й км Киевского ш., БП «Румянцево», стр. 1, блок Б",Румянцево,,1.0,60.134382,30.101279,
8196,Крошка-картошка,"пл. Киевского Вокзала, 2, ТРЦ «Европейский»",Киевская,,1.0,55.744632,37.566072,Дорогомилово
8197,Крошка-картошка,"Щербинка, Железнодорожная, 44, ТЦ «Акварель»",,,1.0,55.498974,37.567905,Щербинка
8198,Крошка-картошка,"9-й км от МКАД Новорижского ш., ТК «Твой дом»",,,1.0,64.022016,34.09014,
8199,Крошка-картошка,"Ярославское ш., 146, МФК «Ханой-Москва»","Медведково, ВДНХ",,1.0,56.532157,38.508018,
8200,Крошка-картошка,"Дзержинский, Ленина, 26",,,1.0,53.746766,27.332994,
8201,Крошка-картошка,"66-й км МКАД, пересечение с Волоколамским ш., ТРЦ «Vegas Крокус-сити»",Мякинино,,1.0,55.814836,37.39046,Строгино
8202,Крошка-картошка,"Сормовская, 6, ТЦ «Сормовский»",Рязанский проспект,,1.0,55.710758,37.812022,Выхино-Жулебино
8203,Крошка-картошка,"Поречная, 10, ТРК Mari",Марьино,,1.0,55.649825,37.770043,Марьино
8204,Крошка-картошка,"Варшавское ш., 32",Нагатинская,,1.0,55.681087,37.622953,Нагорный
8205,Крошка-картошка,"Театральный пр., 5, Центральный детский магазин","Лубянка, Кузнецкий Мост",,1.0,55.760195,37.624651,Мещанский
8206,Крошка-картошка,"25-й км МКАД, ТК «Конструктор»",Домодедовская,,1.0,55.588888,37.722199,Бирюлёво Восточное
8207,Крошка-картошка,"41-й км МКАД, пересечение с Калужским ш., ТЦ «Мега Теплый Стан»","Теплый Стан, Ясенево",,1.0,55.609823,37.49329,Ясенево
8208,Русский паб,"Тверской б-р, 10, стр. 1","Тверская, Пушкинская, Чеховская",,2.0,55.759035,37.600891,Пресненский
8209,Русский чай,"1-я Останкинская, влад. 7а, стр. 18, в парке «Останкино»",ВДНХ,,2.0,,,
8210,Сабкафе,"Голицыно, 46-й км Минского ш., влад. 1, АЗС «Нефтьмагистраль №11»",,,1.0,55.602352,36.98885,
8211,Сабкафе,"Подольский р-н, дер. Коледино, 42-й км трассы М2, АЗС «Нефтьмагистраль №39»",,,1.0,,,
8212,Сабкафе,"Подольский р-н, 37-й км трассы М2, АЗС «Нефтьмагистраль №45»",,,1.0,,,
8213,Сабкафе,"Старая Купавна, Магистральная, 8, АЗС «Нефтьмагистраль №48»",,,1.0,55.819418,38.167467,
8214,Русское застолье,"Люберецкий р-н, пос. Октябрьский, Ленина, 53б",,,2.0,55.618842,37.96408,
8215,Русское подворье,"Симферопольский б-р, 16, корп. 1","Севастопольская, Варшавская, Каховская",,2.0,55.652009,37.604682,Зюзино
8216,Сабкафе,"Никулинская, влад. 3а, АЗС «Нефтьмагистраль №5»",Юго-Западная,,1.0,,,
8217,Сабкафе,"Нежинская, 5а, АЗС «Нефтьмагистраль №8»",Минская,,1.0,,,
8218,Русь,"Балашихинский р-н, микрорайон Салтыковка, Краснозвездная, 15а",Новокосино,,,55.746466,37.92105,
8219,Рыба мечты,"Садовническая, 57, стр. 1","Новокузнецкая, Павелецкая, Таганская, Третьяковская, Марксистская",,3.0,55.73996,37.641315,Замоскворечье
8220,Сабкафе,"Варшавское ш., 167б, стр. 1, АЗС «Нефтьмагистраль №9»","Бульвар Дмитрия Донского, Улица Старокачаловская",,1.0,,,
8221,Сабкафе,"13-й км МКАД, 2, АЗС «Нефтьмагистраль №10»",,,1.0,,,
8222,Рыба моя,"1-я Тверская-Ямская, 21","Белорусская, Маяковская",,3.0,55.774563,37.587128,Тверской
8223,Рыба на суши,"Багратионовский пр., 7, гипермолл «Горбушкин двор»",Багратионовская,,1.0,,,
8224,Рыба. Рис,"Краснопрудная, 22–24",Красносельская,,2.0,55.778715,37.665309,Красносельский
8225,Сабкафе,"2-я Пугачевская, влад. 11, АЗС «Нефтьмагистраль №12»","Партизанская, Измайлово",,1.0,,,
8226,Рыбацкая деревня,"просп. Мира, 119, ВДНХ, павильон 259",Ботанический сад,,3.0,55.826291,37.637614,Останкинский
8227,Рыбачка Соня,"Архитектора Власова, 20",Новые Черемушки,,3.0,55.670574,37.543084,Обручевский
8228,Сабкафе,"наб. Ганнушкина, влад. 1, АЗС «Нефтьмагистраль №13»",Преображенская площадь,,1.0,,,
8229,Сабкафе,"Даниловская наб., влад. 8б, АЗС «Нефтьмагистраль №25»",Тульская,,1.0,,,
8230,Сабкафе,"Подольский р-н, дер. Овечкино, АЗС «Нефтьмагистраль №24»",,,1.0,,,
8231,Рыбное место,"Ленинградское ш., 16а, стр. 4, ТЦ «Метрополис», 3 этаж","Войковская, Балтийская",,1.0,55.823211,37.497468,Войковский
8232,Рыбное место,"Ниж.Сыромятническая, 11, корп. 2","Курская, Чкаловская",,1.0,55.753033,37.670438,Басманный
8233,Рыбное место,"Манежная пл., 1, стр. 2, ТЦ «Охотный Ряд»","Охотный Ряд, Театральная, Площадь Революции",,1.0,55.755773,37.614608,Тверской
8234,Сабрина,"Валовая, 32/75, стр. 2","Павелецкая, Серпуховская",,1.0,55.730223,37.62625,Замоскворечье
8235,Савой,"Рождественка, 3, отель «Савой»","Лубянка, Кузнецкий Мост",,3.0,45.821301,133.720132,
8236,Рыбный порт,"Кутузовский просп., 24","Кутузовская, Студенческая",,4.0,55.744526,37.545267,Дорогомилово
8237,Рыбторг,"Трехпрудный пер., 5","Тверская, Пушкинская, Чеховская",,3.0,55.764951,37.59763,Пресненский
8238,Рыжая борода,"Смоленский б-р, 1/2, цокольный этаж","Парк культуры, Смоленская",,2.0,,,
8239,Рыжий лис,"Семеновский пер., 21",Семеновская,,3.0,55.782628,37.717115,Соколиная Гора
8240,Рынрадо,"Ломоносовский просп., 29, корп. 1",Университет,,2.0,55.702947,37.516108,Раменки
8241,Сад императора,"Мичуринский просп., 6",,,2.0,55.715317,37.529106,Раменки
8242,Садко,"Лосино-Петровский, 9 Ноября, 3б, гостиница «Садко»",,,2.0,,,
8243,Рэдимэйд,"Ленинский просп., 57",Ленинский проспект,,1.0,55.696575,37.561544,Гагаринский
8244,Рэд код,"Б.Полянка, 7/10, стр. 1","Новокузнецкая, Третьяковская, Полянка",,2.0,55.740629,37.617159,Якиманка
8245,Садовод,"14-й км МКАД, ТК «Садовод»","Люблино, Братиславская",,2.0,55.658439,37.839268,Люблино
8246,Садовое кольцо,"просп. Мира, 14, стр. 2","Проспект Мира, Сухаревская",,3.0,55.77472,37.633194,Мещанский
8247,Рюмка водки Лепс,"Петровка, 30/7","Тверская, Пушкинская, Чеховская",,2.0,55.768071,37.614401,Тверской
8248,Рюмочная в Зюзино,"Болотниковская, 21, стр. 3","Нахимовский проспект, Севастопольская, Каховская",,1.0,55.65688,37.596875,Зюзино
8249,Сады Семирамиды,"Чапаевский пер., 10/2","Сокол, Аэропорт",,2.0,55.8002,37.519081,Сокол
8250,Сайгон,"Свободы, 24/9","Сходненская, Тушинская",,2.0,55.834128,37.454286,Покровское-Стрешнево
8251,Сeул,"Косыгина, 15, гостиница Korston","Воробьевы горы, Ленинский проспект",,3.0,,,
8252,Сайзен,"Ленинский просп., 158, гостиница «Салют»",Юго-Западная,,2.0,59.852606,30.288407,
8253,Саквояж,"Бутырский Вал, 24/13, стр. 1","Белорусская, Новослободская, Менделеевская",,2.0,55.781236,37.586661,Тверской
8254,С акцентом,"Боровское ш., 6, корп. 3",Юго-Западная,,2.0,55.657921,37.398267,Солнцево
8255,Салами,"Б.Серпуховская, 17, стр. 1, 2 этаж","Добрынинская, Серпуховская",,2.0,55.726877,37.625792,Замоскворечье
8256,Хлебный двор,"просп. Вернадского, 86а, ТРЦ Avenue South West",Юго-Западная,,1.0,55.663019,37.480993,Тропарёво-Никулино
8257,Хлебный двор,"Новоясеневский просп., 1а",Теплый Стан,,1.0,55.618313,37.511041,Ясенево
8258,Хлебный двор,"Б.Черемушкинская, 1, ТРЦ «Рио»",Академическая,,1.0,55.690278,37.601879,Котловка
8259,Хлебный двор,"Шереметьевская, 6, корп. 1, ТРЦ «Райкин-плаза»",Марьина Роща,,1.0,55.795433,37.617141,Марьина Роща
8260,Хлебный двор,"Дмитровское ш., 165, корп. 1, ЦОРТ «Бухта»",Алтуфьево,,1.0,55.914337,37.539841,Северный
8261,Хлебный двор,"23-й км Киевского ш., 8, ТРЦ «Рио Румянцево»","Румянцево, Саларьево",,1.0,55.804132,37.295212,
8262,Хлебный дом,"Андроньевская пл., 10","Курская, Площадь Ильича, Римская",,2.0,55.748564,37.670609,Таганский
8263,Хлеб ручной работы/Профессор Пуф,"Мытная, 74, фуд-корт Даниловского рынка",Тульская,,,,,
8264,Хмели-сунели,"Ходынский б-р, 4, ТРЦ «Авиапарк»","Аэропорт, Динамо, Полежаевская",,3.0,55.790464,37.530409,Хорошёвский
8265,Хмель,"Спартаковская, 16",Бауманская,,2.0,55.772279,37.675828,Басманный
8266,Хмельбург,"Сиреневый б-р, 59, стр. 1","Щелковская, Первомайская",,2.0,55.803636,37.817519,Северное Измайлово
8267,Хмельбург,"просп. Победы, 12",,,2.0,50.448898,30.483512,
8268,Хмель и эль,"Трехпрудный пер., 4, стр. 1","Тверская, Пушкинская, Чеховская",,2.0,55.765017,37.598753,Тверской
8269,Хмельная чарка,"Грузинский Вал, 28/45",Белорусская,,2.0,55.774907,37.582906,Пресненский
8270,Хмельной лев,"Льва Толстого, 23/7б",Парк культуры,,,50.440735,30.50641,
8271,Хмельной царь,"пос. Коммунарка, Липовый Парк, 5, корп. 1",,,,55.569571,37.491575,Сосенское
8272,Х.О.,"пр. Русанова, 25",Свиблово,,2.0,55.856558,37.641692,Свиблово
8273,Ховрино,"Ангарская, 1, корп. 1",Речной вокзал,,1.0,55.871072,37.510421,Западное Дегунино
8274,Хогги,"Новоясеневский просп., 1а, стр. 2",Теплый Стан,,1.0,55.618822,37.508032,Ясенево
8275,Хорошая идея,"Машкова, 28/20, стр. 1","Красные Ворота, Курская, Чкаловская",,2.0,55.764693,37.654574,Басманный
8276,Хорошее место,"2-й Южнопортовый пр., 27а, стр. 2",Кожуховская,,2.0,55.704499,37.691719,Печатники
8277,Хорошие люди,"Цветной б-р, 26, стр. 1","Цветной бульвар, Трубная",,2.0,55.771297,37.622342,Мещанский
8278,Хороший год,"1-й Неопалимовский пер., 6",Смоленская,,3.0,55.740786,37.581694,Хамовники
8279,Хоум,"Волжский б-р, квартал 114а, корп. 1","Текстильщики, Кузьминки",,2.0,55.706959,37.747595,Кузьминки
8280,Саламури,"Люблинская, 51","Печатники, Волжская",,2.0,55.692993,37.735889,Текстильщики
8281,Салтыков,"Суворовская пл., 2, стр. 1",Достоевская,,,55.781788,37.61795,Мещанский
8282,Салхино,"Кржижановского, 18, корп. 3","Академическая, Профсоюзная",,2.0,55.679306,37.571201,Академический
8283,Салют,"Ленинский просп., 158, гостиница «Салют», 1 этаж",Юго-Западная,,3.0,59.852606,30.288407,
8284,Салют,"Варшавское ш., 45",Нагатинская,,1.0,55.679945,37.625289,Нагатино-Садовники
8285,Салют,"14-й км МКАД, ТК «Садовод»","Люблино, Братиславская",,1.0,55.658439,37.839268,Люблино
8286,Самарканд,"82-й км МКАД, 18",Алтуфьево,,2.0,55.908903,37.558706,Лианозово
8287,Самарканд,"Академика Волгина, 8а","Калужская, Беляево",,1.0,55.651562,37.517141,Обручевский
8288,Самарканд,"Дубининская, 43","Добрынинская, Павелецкая, Серпуховская",,2.0,55.723886,37.636832,Замоскворечье
8289,Самарканд,"Сигнальный пр., 7б","Владыкино, Окружная",,2.0,55.849893,37.589159,Отрадное
8290,Самарканд,"Новоясеневский просп., 1, стр. 4",Теплый Стан,,2.0,55.618278,37.510358,Ясенево
8291,Самарканд,"Опытное Поле, 1",Котельники,,2.0,55.618115,38.014888,
8292,Самарканд,"Комсомольская пл., 1",Комсомольская,,2.0,55.775474,37.654682,Красносельский
8293,Самарканд №1,"Маршала Катукова, 6",Строгино,,2.0,55.810268,37.402246,Строгино
8294,Самми,"26 Бакинских Комиссаров, 4, корп. 2",Юго-Западная,,2.0,55.65785,37.494189,Тропарёво-Никулино
8295,Самобранка,"Тверская, 26/1, гостиница Marriott Grand Hotel",Маяковская,,3.0,,,
8296,Самовар,"Шарикоподшипниковская, 13, ТК «Дубровка»",Дубровка,,1.0,55.717229,37.677831,Южнопортовый
8297,Самовар,"Новорязанское ш., 1а, ТЦ «Колибри», 2 этаж",Котельники,,2.0,55.676463,37.858536,
8298,Самоварыч,"Электролитный пр., 10",Нагорная,,2.0,55.672443,37.613871,Нагорный
8299,Самокат/Джем,"Самокатная, 2, корп. 1","Площадь Ильича, Римская",,2.0,55.758088,37.676295,Лефортово
8300,Сам пришел,"Лубянский пр., 7","Лубянка, Кузнецкий Мост, Китай-город",,2.0,55.758407,37.629987,Басманный
8301,Сам пришел,"Люберецкий р-н, пос. Томилино, 4-й км Егорьевского ш., стр. 1",,,2.0,55.65238,37.927222,
8302,Сам пришел,"Севастопольский просп., 28, корп., 2",Новые Черемушки,,1.0,55.664685,37.578262,Черёмушки
8303,Сандал,"Сретенский б-р, 3","Чистые пруды, Тургеневская, Сретенский бульвар",,2.0,55.766911,37.632727,Красносельский
8304,Хочу на дачу,"2-й Боткинский пр., 6/2","Динамо, Беговая",,2.0,55.781595,37.555885,Беговой
8305,Хочу хычин,"Н.Арбат, 21, Food Market 21","Арбатская, Смоленская",,1.0,,,
8306,Хочу хычин,"Н.Арбат, 11, стр. 1, ТД «Новоарбатский»",Арбатская,,1.0,55.752217,37.595132,Арбат
8307,Хошимин,"Барклая, 12",Багратионовская,,1.0,55.74484,37.498833,Филёвский Парк
8308,Хуан-ди,"Мичуринский просп., 34, вход со стороны Раменского бульвара",,,2.0,,,
8309,Хуан Кофеман,"Волоколамское ш., 10","Войковская, Сокол, Стрешнево",,1.0,55.808872,37.497746,Сокол
8310,Художник,"Палиха, 14/33, стр. 2","Новослободская, Менделеевская, Достоевская",,2.0,55.784536,37.600361,Тверской
8311,Хумус,"Цветной б-р, 15, стр. 1, ТЦ «Цветной», 5 этаж","Цветной бульвар, Трубная",,1.0,55.771145,37.620177,Тверской
8312,Царица,"Ключевая, 22, корп. 2",Алма-Атинская,,2.0,55.631869,37.762084,Братеево
8313,Царица Востока,"Рязанский просп., 24, корп. 1",Рязанский проспект,,2.0,55.720819,37.773628,Рязанский
8314,Царицынский,"Луганская, 10, в Царицынских банях",Царицыно,,2.0,,,
8315,Царская кухня,"Раменки, 5",Проспект Вернадского,,2.0,55.692587,37.49488,Раменки
8316,Царские сады,"ш. Энтузиастов, 31м",Шоссе Энтузиастов,,2.0,55.760246,37.754934,Перово
8317,Царский,"Измайловское ш., 73ж, КРК «Кремль в Измайлово»","Партизанская, Измайлово",,,,,
8318,Царский двор,"Солнечногорский р-н, пос. Алабушево, Лермонтова, 42",,,,56.007,37.124056,
8319,Царский дворик,"Пятницкое ш., 18, ТК «Митинский радиорынок», 2 этаж",Митино,,1.0,55.844324,37.383642,Митино
8320,Царьград,"Академика Королева, 10",ВДНХ,,2.0,55.823393,37.619899,Останкинский
8321,Цвет,"Добровольческая, 10","Таганская, Площадь Ильича, Марксистская",,2.0,54.850355,83.046284,
8322,Центр. Азия,"14-й км МКАД, ТК «Садовод»","Люблино, Братиславская",,1.0,55.658439,37.839268,Люблино
8323,Цзиньтан,"просп. Мира, 150, гостиница «Космос»",ВДНХ,,2.0,46.951946,142.741805,
8324,ЦИАМ,"Энергетическая, 4в",Авиамоторная,,,55.761153,37.702499,Лефортово
8325,Цитадель,"Б.Грузинская, 52",Белорусская,,3.0,55.76921,37.581748,Пресненский
8326,Цубаки,"Новолесная, 2","Новослободская, Менделеевская",,3.0,55.781737,37.592375,Тверской
8327,Цукини,"Краснопресненская наб., 12, ЦМТ","Выставочная, Улица 1905 года, Деловой центр",,2.0,55.754203,37.556388,Пресненский
8328,Сан-Диего,"Школьная, 11","Площадь Ильича, Римская",,2.0,59.988563,30.29173,
8329,Сандык,"Перерва, 52","Братиславская, Марьино",,2.0,55.655783,37.744576,Марьино
8330,Сандык,"Пятницкое ш., 29, корп. 1","Митино, Пятницкое шоссе",,2.0,55.850312,37.364274,Митино
8331,Саратов,"Ильинка, 4, Гостиный Двор","Охотный Ряд, Театральная, Площадь Революции, Китай-город",,2.0,55.760211,37.244502,
8332,Сафиса,"Воробьевское ш., 2б","Спортивная, Кутузовская",,,55.72928,37.543533,Раменки
8333,Сахар,"Барклая, 6, стр. 25, БЦ «Бастион»","Парк Победы, Багратионовская, Фили",,2.0,55.741434,37.509173,Филёвский Парк
8334,Сахара,"34-й км МКАД, 6",Аннино,,2.0,55.580482,37.576537,Чертаново Южное
8335,Сахара,"56-й км МКАД, 10",Молодежная,,2.0,55.733852,37.376824,Кунцево
8336,Сахара,"26-й км МКАД, влад. 6",Домодедовская,,2.0,55.579861,37.697513,Бирюлёво Восточное
8337,Сахара,"Дзержинский, Алексеевская, 2а",,,2.0,55.625135,37.798825,
8338,Сациви,"Михалковская, 8",Коптево,,2.0,55.837899,37.537497,Коптево
8339,Сациви,"Люсиновская, 53","Добрынинская, Серпуховская",,2.0,55.718633,37.623214,Даниловский
8340,Саяны,"Уральская, 5а",Щелковская,,2.0,55.813698,37.797577,Гольяново
8341,Саяны,"Ярославское ш., 116, корп. 2, гостиница «Саяны»","Бабушкинская, Свиблово",,1.0,56.532157,38.508018,
8342,Саят-Нова,"Капотня, 34","Люблино, Братиславская, Марьино",,2.0,55.639847,37.808428,Капотня
8343,Сбарро,"Мичуринский просп., Олимпийская деревня, 3, корп. 1, ТРЦ «Фестиваль»","Проспект Вернадского, Юго-Западная",,1.0,55.677951,37.466637,Тропарёво-Никулино
8344,Сбарро,"Бутырская, 6",Савеловская,,1.0,55.795813,37.585017,Бутырский
8345,Сбарро,"Декабристов, 12, ТК «Золотой Вавилон Отрадное»",Отрадное,,1.0,55.863106,37.602049,Отрадное
8346,Сбарро,"41-й км МКАД, пересечение с Калужским ш., ТЦ «Мега Теплый Стан»","Теплый Стан, Ясенево",,1.0,55.609823,37.49329,Ясенево
8347,Сбарро,"Перерва, 43, корп. 1, ТК «Бум», 2 этаж",Братиславская,,1.0,55.659647,37.749661,Марьино
8348,Сбарро,"просп. Мира, 211, ТРЦ «Золотой Вавилон»","Свиблово, Ботанический сад, ВДНХ",,1.0,55.845855,37.662093,Свиблово
8349,Сбарро,"Кировоградская, 13а, ТЦ Columbus",Пражская,,1.0,55.612182,37.607026,Чертаново Центральное
8350,Сбарро,"71-й км МКАД, ТРЦ «Вэйпарк»","Планерная, Сходненская, Митино",,1.0,55.858655,37.39762,Северное Тушино
8351,Сбарро,"Краснопрудная, 1",Комсомольская,,1.0,55.776877,37.659371,Красносельский
8352,Цукини,"Сельскохозяйственная, 17, корп. 1, гостиница «Турист»",Ботанический сад,,1.0,,,
8353,Цукини,"Б.Серпуховская, 23","Добрынинская, Серпуховская",,2.0,55.72595,37.625963,Замоскворечье
8354,Цукини,"Привольная, 63",Жулебино,,2.0,55.682011,37.847325,Выхино-Жулебино
8355,Цунами,"Ясеневая, 30а","Красногвардейская, Зябликово",,2.0,55.604539,37.739438,Орехово-Борисово Южное
8356,Цыпа-цыпа,"Мытная, 74, фуд-корт Даниловского рынка",Тульская,,1.0,,,
8357,Ц.Э.Х.,"Зоологическая, 13, стр. 2","Краснопресненская, Баррикадная",,2.0,55.764344,37.58137,Пресненский
8358,Чае,"Песочная аллея, 7а, парк «Сокольники», 1 этаж",Сокольники,,1.0,55.794163,37.66539,Сокольники
8359,Чай +,"Ладожская, 4/6, стр. 2",Бауманская,,1.0,55.77113,37.680886,Басманный
8360,Чайка,"Покровка, 17, в помещении бара «Сосна и липа»","Чистые пруды, Тургеневская, Сретенский бульвар",,1.0,55.221014,53.810487,
8361,Чайковский в Тифлисе,"Триумфальная пл., 4/31, в здании Концертного зала им. Чайковского",Маяковская,,2.0,55.768765,37.595941,Тверской
8362,Чайкоф,"Мастеркова, 4",Автозаводская,,,55.708496,37.656613,Даниловский
8363,Чайна-клуб,"Привольная, 13, корп. 1",Лермонтовский проспект,,2.0,55.700177,37.838621,Выхино-Жулебино
8364,Чайна-клуб,"Сормовский пр., 5",Рязанский проспект,,2.0,55.708526,37.797352,Выхино-Жулебино
8365,Чайна-клуб,"Мичуринский просп., 16",Университет,,2.0,55.703119,37.506047,Раменки
8366,Чайна-тун,"Б.Татарская, 21","Новокузнецкая, Третьяковская",,1.0,55.739787,37.633517,Замоскворечье
8367,Чайная братьев Кипятковых,"2-я Фрунзенская, 10, корп. 2",Фрунзенская,,1.0,55.724692,37.581766,Хамовники
8368,Чайная высота,"просп. Мира, 119, ВДНХ, около павильона 530",ВДНХ,,1.0,,,
8369,Чайная высота. Kungfu Icecream,"Тверская, 6, стр. 1","Охотный Ряд, Театральная, Площадь Революции",,2.0,55.760241,37.611347,Тверской
8370,Чайная комната на Таганке,"Земляной Вал, 64, стр. 2","Таганская, Марксистская",,,55.746182,37.654745,Таганский
8371,Чайная ложка,"Ярцевская, 19, МФК «Кунцево-плаза»",Молодежная,,1.0,55.738591,37.411005,Кунцево
8372,Чайная ложка,"В.Красносельская, 3а, ТДК «Тройка»",Красносельская,,1.0,55.785513,37.665408,Красносельский
8373,Чайная ложка,"Театральный пр., 5, Центральный детский магазин","Лубянка, Кузнецкий Мост",,1.0,55.760195,37.624651,Мещанский
8374,Чайная ложка,"Ходынский б-р, 4, ТРЦ «Авиапарк»","Аэропорт, Динамо, Полежаевская",,1.0,55.790464,37.530409,Хорошёвский
8375,Чайникофф,"Маршала Бирюзова, 9","Октябрьское Поле, Панфиловская",,1.0,55.791471,37.496354,Щукино
8376,Сбарро,"Калужская пл., 1",Октябрьская,,1.0,55.728469,37.61291,Якиманка
8377,Сбарро,"Кировоградская, 14, ТЦ «Глобал-сити», 2 этаж",Южная,,1.0,55.622604,37.60593,Чертаново Северное
8378,Сбарро,"Профсоюзная, 61а, ТЦ «Калужский», 2 этаж",Калужская,,1.0,55.65596,37.541781,Черёмушки
8379,Сбарро,"Манежная пл., 1, стр. 2, ТЦ «Охотный Ряд», верхний уровень","Охотный Ряд, Театральная, Площадь Революции",,1.0,55.755773,37.614608,Тверской
8380,Сбарро,"66-й км МКАД, пересечение с Волоколамским ш., ТРЦ «Vegas Крокус-сити»",Мякинино,,1.0,55.814836,37.39046,Строгино
8381,Сбарро,"24-й км Ленинградского ш., ТЦ «Мега Химки»","Речной вокзал, Планерная",,1.0,55.578951,37.464365,Сосенское
8382,Сбарро,"пл. Киевского Вокзала, 2, ТРЦ «Европейский»",Киевская,,1.0,55.744632,37.566072,Дорогомилово
8383,Сбарро,"Новорязанское ш., 5, гипермаркет Real",Котельники,,1.0,55.226452,38.591679,
8384,Сбарро,"Хорошевское ш., 39, стр. 26",Полежаевская,,1.0,55.777221,37.515497,Хорошёвский
8385,Сбарро,"14-й км МКАД, пересечение с ул. Верхние Поля, ТЦ «Мега Белая Дача»","Кузьминки, Люблино, Братиславская, Котельники",,1.0,,,
8386,Сбарро,"Семеновская пл., 1, ТРЦ «Семеновский»",Семеновская,,1.0,55.782744,37.720816,Соколиная Гора
8387,Сбарро,"Щукинская, 42, ТРК «Щука»",Щукинская,,1.0,55.809469,37.464571,Щукино
8388,Сбарро,"просп. Вернадского, 6, ТЦ «Капитолий Вернадского»",Университет,,1.0,55.691958,37.527956,Раменки
8389,Сбарро,"Миклухо-Маклая, 6, в здании РУДН",Юго-Западная,,1.0,,,
8390,Сбарро,"Новоясеневский просп., 11, ТК «Золотой Вавилон Ясенево»",Ясенево,,1.0,55.60667,37.536284,Ясенево
8391,Сбарро,"аэропорт Шереметьево-2, терминал E",,,1.0,55.964791,37.413628,
8392,Сбарро,"Профсоюзная, 129а, ТРЦ «Принц-плаза»",Теплый Стан,,1.0,55.61813,37.507484,Ясенево
8393,Сбарро,"Сущевский Вал, 5, стр. 1, ТК «Савеловский»",Савеловская,,1.0,55.794401,37.592042,Марьина Роща
8394,Сбарро,"Старокачаловская, 5а, ТЦ «Круг»","Бульвар Дмитрия Донского, Улица Старокачаловская",,1.0,55.569846,37.579044,Северное Бутово
8395,Сбарро,"Сходненская, 56, ТРЦ «Калейдоскоп»",Сходненская,,1.0,55.850408,37.44409,Южное Тушино
8396,Сбарро,"Манежная пл., 1, стр. 2, ТЦ «Охотный Ряд», нижний уровень","Охотный Ряд, Театральная, Площадь Революции",,1.0,46.953274,142.76358,
8397,Сбарро,"Новоясеневский просп., 1, ТРЦ «Спектр»",Теплый Стан,,1.0,55.619467,37.50928,Ясенево
8398,Сбарро,"Ходынский б-р, 4, ТРЦ «Авиапарк»","Аэропорт, Динамо, Полежаевская",,1.0,55.790464,37.530409,Хорошёвский
8399,Сбарро,"Театральный пр., 5, Центральный детский магазин","Лубянка, Кузнецкий Мост",,1.0,55.760195,37.624651,Мещанский
8400,Сбарро,"Ярцевская, 19, МФК «Кунцево-плаза»",Молодежная,,1.0,55.738591,37.411005,Кунцево
8401,Сбарро,"24-й км МКАД, пересечение с Каширским ш., ТРЦ Vegas",Домодедовская,,1.0,55.593995,37.734946,Орехово-Борисово Южное
8402,Сбарро,"аэропорт Домодедово, пассажирский терминал, 2 этаж",,,1.0,55.414348,37.900479,
8403,Свадебный дворик,"Дмитровское ш., 76, корп. 1",Петровско-Разумовская,,,55.861226,37.554376,Бескудниковский
8404,Свадьба соек,"просп. Мира, 119, ВДНХ, павильон 550",ВДНХ,,2.0,55.826291,37.637614,Останкинский
8405,Сванети,"Б.Семеновская, 10",Электрозаводская,,2.0,55.782441,37.702822,Соколиная Гора
8406,СВАО мотобар,"Олонецкая, 24",Отрадное,,2.0,55.857811,37.620896,Останкинский
8407,Сварня,"Дмитровское ш., 13а, ТЦ «Метромаркет»",Тимирязевская,,2.0,55.818397,37.573537,Тимирязевский
8408,Сварня,"просп. Мира, 74, стр. 1",Рижская,,2.0,55.789699,37.635224,Мещанский
