,Name,Address,Metro,Rating,Money,lat,lng,District
1314,Анджело,"просп. 60-летия Октября, 5, корп. 3",Ленинский проспект,6.8,4.0,55.703286,37.580616,Гагаринский
1315,Маркет,"Садовая-Самотечная, 18, стр. 1","Цветной бульвар, Трубная",6.8,4.0,55.773191,37.618785,Тверской
1316,Батони,"Новослободская, 18","Новослободская, Менделеевская",6.8,2.0,55.782319,37.599417,Тверской
1317,Luce,"1-я Тверская-Ямская, 21, БЦ Four Winds Plaza",Белорусская,6.7,4.0,55.774563,37.587128,Тверской
1318,Starlite Diner,"просп. Вернадского, 6, ТЦ «Капитолий Вернадского», 3 этаж",Университет,6.7,2.0,55.691958,37.527956,Раменки
1319,Soluxe Club,"Кутузовский просп., 2/1, стр. 6",Киевская,6.7,3.0,55.752323,37.566764,Дорогомилово
1320,Community,"Космодамианская наб., 2","Новокузнецкая, Третьяковская",,4.0,55.745914,37.638171,Замоскворечье
1321,Concord,,,,,,,
1322,Connolly Station,"Столешников пер., 8","Театральная, Пушкинская, Чеховская",,3.0,55.762282,37.61291,Тверской
1323,Contrabanda,"2-я Звенигородская, 12, стр. 18",Улица 1905 года,,2.0,55.762242,37.555885,Пресненский
1324,Contrabanda,"Ленинская Слобода, 26, стр. 23",Автозаводская,,2.0,55.711336,37.65673,Даниловский
1325,Cool,"Б.Никитская, 24",Арбатская,,1.0,55.757632,37.601933,Пресненский
1326,Cool,"Б.Полянка, 51а/9",Полянка,,1.0,55.7322,37.620869,Якиманка
1327,Coppa caffé,"Менжинского, 32, корп. 3, стр. 1",Бабушкинская,,,55.870157,37.665938,Бабушкинский
1328,Coppa caffé,"Николоямская, 26, стр. 1а","Таганская, Марксистская",,,55.746943,37.65443,Таганский
1329,Coppa caffé,"Менжинского, 38, корп. 1,  стр. 2",Бабушкинская,,,55.870471,37.661734,Бабушкинский
1330,Coppa caffé,"Волгоградский просп., 1, стр. 1","Пролетарская, Крестьянская Застава",,,55.733112,37.671669,Таганский
1331,Cork Wine Bar,"М.Бронная, 2, стр. 1","Тверская, Пушкинская, Чеховская",,1.0,55.759101,37.598034,Пресненский
1332,Corneli Pizza,"Героев Панфиловцев, 7, ТЦ «Манго»",Планерная,,1.0,55.857144,37.43207,Северное Тушино
1333,Corner Café & Kitchen,"Композиторская, 17",Смоленская,,2.0,55.751224,37.586302,Арбат
1334,Corner Grill,"Алтуфьевское ш., 16","Отрадное, Владыкино",,2.0,55.857321,37.585673,Отрадное
1335,Correa's,"41-й км МКАД, пересечение с Калужским ш., ТЦ «Мега Теплый Стан»","Теплый Стан, Ясенево",,2.0,55.609823,37.49329,Ясенево
1336,Correa's,"Романов пер., 4, БЦ «Романов двор»","Библиотека им. Ленина, Арбатская, Александровский сад, Боровицкая",,2.0,55.754568,37.609488,Арбат
1337,Corso Catering,,,,,,,
1338,Costa Coffee,"Краснопресненская наб., 12, ЦМТ","Выставочная, Улица 1905 года, Деловой центр",,1.0,55.754203,37.556388,Пресненский
1339,Costa Coffee,"Душинская, 7",Авиамоторная,,1.0,55.745073,37.70647,Лефортово
1340,Costa Coffee,"24-й км Ленинградского ш., ТЦ OBI","Речной вокзал, Планерная",,1.0,55.578951,37.464365,Сосенское
1341,Costa Coffee,"41-й км МКАД, пересечение с Калужским ш., ТЦ OBI","Теплый Стан, Ясенево",,1.0,55.609823,37.49329,Ясенево
1342,Costa Coffee,"Вавилова, 3, ТРЦ «Гагаринский»",Ленинский проспект,,1.0,55.706883,37.592096,Донской
1343,Costa Coffee,"Б.Тульская, 10, стр. 9",Тульская,,1.0,55.706107,37.618686,Даниловский
1344,Starbucks,"Охотный Ряд, 2, ТГ «Модный сезон»","Охотный Ряд, Театральная, Площадь Революции",6.7,1.0,,,
1345,Tiberio,"Шипиловская, 28а, гостиница «Милан»","Домодедовская, Шипиловская",6.7,2.0,55.618745,37.715138,Орехово-Борисово Северное
1346,Vietcafé,"Кржижановского, влад. 22, стр. 1",Профсоюзная,6.7,2.0,55.677692,37.574363,Академический
1347,Пивнушка,"Ленинский просп., 28",Ленинский проспект,6.7,3.0,55.713451,37.588566,Донской
1348,Шабада,"Сельскохозяйственная, 26, стр. 23",Ботанический сад,6.7,2.0,55.837459,37.641468,Ростокино
1349,Pâté & Co,"Балчуг, 3/2","Новокузнецкая, Третьяковская",6.7,2.0,55.747616,37.625981,Замоскворечье
1350,Тануки,"Генерала Белова, 15","Домодедовская, Шипиловская",6.7,2.0,55.621175,37.717806,Орехово-Борисово Северное
1351,Wake Up Café,"Тимура Фрунзе, 20",Парк культуры,6.7,1.0,55.735155,37.589195,Хамовники
1352,Арарат,"Неглинная, 4, гостиница «Арарат Парк Хаятт Москва», 1 этаж","Лубянка, Кузнецкий Мост",6.7,4.0,55.759912,37.621471,Мещанский
1353,Барашка,"ул. 1905 года, 2, стр. 1",Улица 1905 года,6.7,3.0,55.755353,37.560071,Пресненский
1354,Жаровня. Флагман,"Б.Дмитровка, 11, стр. 1","Лубянка, Охотный Ряд, Тверская, Театральная, Площадь Революции, Пушкинская, Кузнецкий Мост, Чеховская",6.7,2.0,55.762064,37.613512,Тверской
1355,The Standard,"Б.Златоустинский пер., 9",Китай-город,6.7,2.0,55.758347,37.63314,Басманный
1356,Панчо-пицца,"Бутырская, 89",Дмитровская,6.7,2.0,55.806069,37.58137,Савёловский
1357,Coffee Bean,"Сретенка, 22/1",Сухаревская,6.7,1.0,55.769514,37.632619,Красносельский
1358,Jamie's Italian,"Охотный Ряд, 2, ТГ «Модный сезон», 2 этаж","Охотный Ряд, Театральная, Площадь Революции",6.7,3.0,,,
1359,Шоколад,"Волхонка, 6",Боровицкая,6.7,2.0,55.748493,37.608526,Хамовники
1360,Андерсон для пап,"М.Грузинская, 15, стр. 1","Краснопресненская, Улица 1905 года, Баррикадная",6.7,2.0,55.764328,37.571525,Пресненский
1361,Большой,"Петровка, 3/6, стр. 2","Лубянка, Кузнецкий Мост",6.7,4.0,55.761269,37.618039,Тверской
1362,Ласточка,"Лужнецкая наб., причал «Лужники. Северный»","Спортивная, Воробьевы горы, Лужники",6.7,4.0,55.711331,37.559155,Хамовники
1363,Hite,"ул. 1905 года, 2",Улица 1905 года,6.7,3.0,55.755003,37.560413,Пресненский
1364,Южное,"Ленинский просп., 87",Новые Черемушки,6.7,2.0,55.679346,37.533742,Ломоносовский
1365,Courvoisier,"М.Сухаревская пл., 8",Сухаревская,6.7,2.0,55.772669,37.630059,Мещанский
1366,Братья Караваевы,"Солянка, 4, стр. 4",Китай-город,6.7,1.0,55.753701,37.63721,Таганский
1367,Nobu,"Б.Дмитровка, 20, стр. 1","Тверская, Пушкинская, Чеховская",6.7,4.0,55.762804,37.613808,Тверской
1368,Shishas Happy Bar,"ул. 1905 года, 10, стр. 1",Улица 1905 года,6.7,2.0,55.767995,37.558625,Пресненский
1369,Ботик Петра,"Лесная, 45","Белорусская, Новослободская, Менделеевская",6.7,3.0,55.780942,37.591593,Тверской
1370,Пив & Ко,"Народного Ополчения, 28, корп. 1",Октябрьское Поле,6.7,2.0,55.781443,37.481567,Хорошёво-Мнёвники
1371,Starbucks,"24-й км Ленинградского ш., ТЦ «Мега Химки»","Речной вокзал, Планерная",6.7,1.0,55.578951,37.464365,Сосенское
1372,Mondriaan Bar,"Петровка, 30/7","Цветной бульвар, Трубная",6.7,2.0,55.768071,37.614401,Тверской
1373,Nofar,"Кутузовский просп., 12, стр. 3, БЦ «Бадаевский»",Киевская,6.7,3.0,55.750515,37.556379,Дорогомилово
1374,Бабель,"1-й Николощеповский пер., 6, стр. 2, вход из 1-го Смоленского переулка",Смоленская,6.7,4.0,55.748706,37.580544,Арбат
1375,Брайтон,"Петровско-Разумовский пр., 29, отель «Брайтон»","Аэропорт, Динамо, Дмитровская",6.7,2.0,55.804142,37.56158,Савёловский
1376,Визирь Махалля & Граф Орлов,"2-й В.Михайловский пр., 2, усадьба графа Орлова","Шаболовская, Тульская",6.7,3.0,51.068199,38.073431,
1377,Черетто,"Ленинградский просп., 37, стр. 6","Аэропорт, Динамо",6.7,3.0,55.79428,37.543533,Хорошёвский
1378,Штирбирлиц,"ул. 1905 года, 4",Улица 1905 года,6.7,2.0,55.765225,37.561589,Пресненский
1379,Пирог мясника,"Н.Арбат, 17","Арбатская, Смоленская",6.7,2.0,55.752141,37.590713,Арбат
1380,Хлеб насущный,"Ниж.Радищевская, 5, стр. 3","Таганская, Марксистская",6.7,2.0,55.742027,37.653433,Таганский
1381,Гусятникофф,"Александра Солженицына, 2а","Таганская, Марксистская",6.7,4.0,55.741987,37.656613,Таганский
1382,Джон Булл,"Красная Пресня, 25, стр. 1","Краснопресненская, Улица 1905 года, Баррикадная",6.7,3.0,55.762282,37.564877,Пресненский
1383,Чемодан,"Гоголевский б-р, 25","Кропоткинская, Арбатская",6.7,4.0,55.748376,37.599256,Арбат
1384,Бавариус,"Тверская, 30/2, стр. 1",Маяковская,6.7,3.0,55.769798,37.597836,Тверской
1385,Хлеб насущный,"пл. Киевского Вокзала, 2, ТРЦ «Европейский», 1 этаж",Киевская,6.6,2.0,55.744632,37.566072,Дорогомилово
1386,Цурцум,"4-й Сыромятнический пер., 1, стр. 6, ЦСИ «Винзавод»","Курская, Чкаловская",6.6,2.0,55.755175,37.665228,Басманный
1387,Beermarket,"Бутырская, 69",Дмитровская,6.6,2.0,55.802497,37.58261,Савёловский
1388,Pane & Olio,"Тимура Фрунзе, 22, вход из Зубовского проезда",Парк культуры,6.6,3.0,42.859747,74.536552,
1389,Gipsy,"Болотная наб., 3/4, стр. 2, арт-кластер «Красный Октябрь»",Кропоткинская,6.6,3.0,55.669128,64.804851,
1390,Caffe del parco,"Комсомольский просп., 7/3, корп. 1",Парк культуры,6.6,1.0,55.730953,37.592195,Хамовники
1391,Ваниль,"Остоженка, 1/9",Кропоткинская,6.6,4.0,55.744029,37.602373,Хамовники
1392,Costa Coffee,"аэропорт Шереметьево-3, терминал D, зал прилета внутренних рейсов",,,1.0,50.351846,30.896952,
1393,Costa Coffee,"Селезневская, 13","Новослободская, Менделеевская, Достоевская",,1.0,52.761749,41.376716,
1394,Costa Coffee,"Волхонка, 9, стр. 1",Кропоткинская,,1.0,55.747089,37.607628,Хамовники
1395,Costa Coffee,"Комсомольская пл., 3, в здании Ленинградского вокзала",Комсомольская,,1.0,,,
1396,Costa Coffee,"Павелецкая пл., 1, в здании Павелецкого вокзала",Павелецкая,,1.0,,,
1397,Costa Coffee,"пл. Тверская Застава, 7, в здании Белорусского вокзала",Белорусская,,1.0,,,
1398,Costa Coffee,"Ходынский б-р, 4, ТРЦ «Авиапарк»","Аэропорт, Динамо, Полежаевская",,1.0,55.790464,37.530409,Хорошёвский
1399,Costa Coffee,"аэропорт Шереметьево-3, терминал D, зал вылета",,,1.0,50.351846,30.896952,
1400,Costa Coffee,"аэропорт Шереметьево-3, терминал D, зал прилета международных рейсов",,,1.0,50.351846,30.896952,
1401,Costa Coffee,"Каширское ш., 26, ТРК «Москворечье»",Каширская,,1.0,55.653314,37.64613,Москворечье-Сабурово
1402,Costa Coffee,"Митинская, 16","Волоколамская, Митино",,1.0,55.842464,37.373302,Митино
1403,Costa Coffee,"Комсомольская пл., 5, в здании Ярославского вокзала",Комсомольская,,1.0,,,
1404,Costa Coffee,"Варшавское ш., 97, ТЦ «Ритейл-парк»","Чертановская, Южная",,1.0,55.633221,37.624247,Чертаново Северное
1405,Costa Coffee,"14-й км МКАД, пересечение с ул. Верхние Поля, ТЦ «Мега Белая Дача», здание 1","Кузьминки, Люблино, Братиславская, Котельники",,1.0,,,
1406,Costa Coffee,"аэропорт Шереметьево-3, терминал D, общая зона",,,1.0,,,
1407,Costa Coffee,"1-я Тверская-Ямская, 1, в здании Министерства экономического развития РФ","Маяковская, Тверская, Пушкинская, Чеховская",,1.0,55.770051,37.595061,Тверской
1408,Costa Coffee,"аэропорт Шереметьево-3, терминал D, 1 этаж",,,1.0,50.351846,30.896952,
1409,Costa Coffee,"Овчинниковская наб., 18/1, в здании Министерства экономического развития РФ","Новокузнецкая, Третьяковская",,1.0,55.744105,37.633131,Замоскворечье
1410,Costa Coffee,"Красная Пресня, 3, в здании Министерства экономического развития РФ","Краснопресненская, Баррикадная",,1.0,54.098832,44.028714,
1411,Costa Coffee,"Перовская, 61а, ТЦ «Карамель»","Новогиреево, Перово",,1.0,55.745275,37.797442,Новогиреево
1412,Cote azur,"Новослободская, 23, гостиница «Новотель»","Новослободская, Менделеевская",,3.0,,,
1413,Cote Catering,,,,,,,
1414,Coucou Fromages,"Мытная, 74, фуд-корт Даниловского рынка",Тульская,,,,,
1415,Covent Garden,"Дмитровское ш., 89, ТРЦ XL-1, 2 этаж","Петровско-Разумовская, Окружная",,1.0,,,
1416,Mercedes Bar,"Кутузовский просп., 2/1, стр. 1, гостиница «Radisson Royal Москва», 31 этаж",Киевская,6.6,4.0,55.751406,37.565713,Дорогомилово
1417,Starbucks,"14-й км МКАД, пересечение с ул. Верхние Поля, ТЦ «Мега Белая Дача», здание 1","Кузьминки, Люблино, Братиславская, Котельники",6.6,1.0,,,
1418,Surf Coffee,"Мясницкая, 16","Лубянка, Кузнецкий Мост",6.6,1.0,55.760925,37.632511,Басманный
1419,Черетто,"Ленинский просп., 95",Проспект Вернадского,6.6,3.0,55.673976,37.525863,Ломоносовский
1420,Нияма,"Пятницкая, 3/4, 2 этаж, стр. 1","Новокузнецкая, Третьяковская",6.6,2.0,58.607247,49.682225,
1421,Montis' Friends,"Валовая, 26, БЦ Light House, 1 этаж","Добрынинская, Павелецкая, Серпуховская",6.6,2.0,55.730634,37.62819,Замоскворечье
1422,Камчатка,"Кузнецкий Мост, 7","Лубянка, Охотный Ряд, Театральная, Площадь Революции, Кузнецкий Мост",6.6,2.0,55.761725,37.619171,Тверской
1423,Piccolino,"1-й Колобовский пер., 11","Тверская, Пушкинская, Цветной бульвар, Чеховская, Трубная",6.6,3.0,55.769074,37.616449,Тверской
1424,Кофемания,"Рождественка, 6/9/20","Лубянка, Кузнецкий Мост",6.6,3.0,55.761583,37.623798,Мещанский
1425,Жан-Жак,"Столешников пер., 6, стр. 1","Тверская, Пушкинская, Чеховская",6.6,2.0,55.76214,37.612578,Тверской
1426,Флей,"Лялин пер., 8, стр. 2","Курская, Чкаловская",6.6,3.0,55.760074,37.651214,Басманный
1427,Шербет,"Мясницкая, 17","Чистые пруды, Тургеневская, Сретенский бульвар",6.6,2.0,53.722793,23.821273,
1428,La piola,"Профсоюзная, 109, корп. 2",Коньково,6.6,2.0,55.632901,37.519863,Коньково
1429,Каре,"Дмитрия Ульянова, 42, стр. 1","Академическая, Профсоюзная, Нагатинская",6.6,2.0,55.68126,37.589195,Котловка
1430,Джаганнат,"Кузнецкий Мост, 11, в здании Московского дома художника","Лубянка, Кузнецкий Мост",6.6,1.0,,,
1431,Китайские новости,"Профсоюзная, 126, корп. 3, ТК «Коньково-пассаж», рынок «Экомаркет»",Коньково,6.6,2.0,46.003321,137.043988,
1432,Дориан Грей,"Кадашевская наб., 6/1","Новокузнецкая, Третьяковская, Полянка",6.6,3.0,55.742706,37.617734,Якиманка
1433,Труффальдино,"Марксистская, 20, стр. 1","Таганская, Марксистская",6.6,3.0,55.738231,37.659775,Таганский
1434,Шпатен-хаус,"2-я Тверская-Ямская, 2",Маяковская,6.6,3.0,55.770654,37.596606,Тверской
1435,Авокадо,"Чистопрудный б-р, 12, корп. 2","Чистые пруды, Тургеневская, Сретенский бульвар",6.6,2.0,55.760874,37.643498,Басманный
1436,Река,"Берсеневская наб., 6, стр. 2, арт-кластер «Красный Октябрь»",Кропоткинская,6.6,4.0,55.667995,64.806073,
1437,Чугунный мост,"Пятницкая, 6, стр. 1","Новокузнецкая, Третьяковская",6.6,2.0,55.744409,37.627319,Замоскворечье
1438,T.G.I. Friday's,"Земляной Вал, 33, ТРК «Атриум», 2 этаж","Курская, Чкаловская",6.6,2.0,55.757339,37.659164,Басманный
1439,Cozy Lounge,"Спартаковская, 21",Бауманская,,2.0,55.77317,37.677643,Басманный
1440,Beverly Hills Diner,"Никольская, 10, ТЦ Nikol’skaya Plaza","Лубянка, Охотный Ряд, Театральная, Площадь Революции, Кузнецкий Мост",6.6,2.0,55.758103,37.624148,Тверской
1441,Crabber,"Пресненская наб., 10, ММДЦ «Москва-Сити», башня «На набережной»","Выставочная, Международная, Деловой центр",,3.0,,,
1442,Crabber,"Берсеневский пер., 3/10, стр. 8, арт-кластер «Красный Октябрь»",Кропоткинская,,3.0,52.656896,30.829237,
1443,Crabber,"Бутырский Вал, 10, БЦ «Белая площадь»",Белорусская,,3.0,55.778461,37.585925,Тверской
1444,Crab & Caviar,"Н.Арбат, 21, Food Market 21","Арбатская, Смоленская",,1.0,,,
1445,Crab & Caviar,"Вавилова, 64/1, стр. 1, Черемушкинский рынок",Профсоюзная,,1.0,58.749552,61.687607,
1446,Crab Meet,"Мытная, 74, Даниловский рынок",Тульская,,1.0,55.712112,37.620555,Даниловский
1447,Crab'n'Caviar,"Н.Арбат, 11, стр. 1, ТД «Новоарбатский»",Арбатская,,1.0,55.752217,37.595132,Арбат
1448,Crab Pub,"Космодамианская наб., 52/5","Павелецкая, Таганская, Марксистская",,2.0,55.732945,37.643929,Замоскворечье
1449,Craft Burger,"просп. Вернадского, 29, ТОЦ «Лето», в помещении ресторана Stage, 1 этаж",,,1.0,,,
1450,Craft & Draft,"1-й Гончарный пер., 3, стр. 3",Таганская,,2.0,55.741602,37.652301,Таганский
1451,Crafted Grill Bar,"пр. Сокольнического Круга, 5, в парке «Сокольники»",Сокольники,,2.0,,,
1452,Craft Kitchen,"пл. Киевского Вокзала, 2, ТРЦ «Европейский», 2 этаж",Киевская,,3.0,55.744632,37.566072,Дорогомилово
1453,Craftland Cultural Bar,"Александра Солженицына, 17, стр. 1","Таганская, Марксистская",,2.0,55.743801,37.661491,Таганский
1454,Craft Noir,"Садовая-Кудринская, 32, стр. 2",Маяковская,,,55.765225,37.590524,Пресненский
1455,Craft Orchestra,"Камергерский пер., 6/5, стр. 3","Охотный Ряд, Театральная, Площадь Революции",,,55.759998,37.61415,Тверской
1456,Craft Point,"1-я Брестская, 66",Белорусская,,2.0,55.775621,37.584748,Тверской
1457,Craftsman,"3-й Павелецкий пр., 4",Павелецкая,,1.0,55.712548,37.645779,Даниловский
1458,Craft Space,"Анатолия Живова, 10",Улица 1905 года,,1.0,55.75981,37.55178,Пресненский
1459,Craft Station,"Страстной б-р, 4/3, стр. 3","Тверская, Пушкинская, Чеховская",,2.0,55.764865,37.608383,Тверской
1460,Craft Station,"Рождественка, 6/9/20","Лубянка, Охотный Ряд, Театральная, Площадь Революции, Кузнецкий Мост",,2.0,55.761583,37.623798,Мещанский
1461,Craft Sweets Hippie,"Ленинская Слобода, 26, МЦ Roomer, фуд-корт Streat",Автозаводская,,1.0,,,
1462,Crafty Horse,"Бауманская, 9",Бауманская,,1.0,55.776654,37.677104,Басманный
1463,Crazy Daisy,"Б.Дмитровка, 23, стр. 1","Тверская, Пушкинская, Чеховская",,2.0,55.765696,37.609604,Тверской
1464,Crazy Daisy,"Сретенка, 32",Сухаревская,,2.0,55.771175,37.632655,Красносельский
1465,Crazy Daisy,"Тургеневская пл., 2","Чистые пруды, Тургеневская, Сретенский бульвар",,2.0,55.765311,37.635835,Красносельский
1466,Crazy Hot Dog,"Н.Арбат, 21","Арбатская, Смоленская",,1.0,55.75204,37.586158,Арбат
1467,Crazy Hunter,"Доватора, 8, гостиница «Блюз»",Спортивная,,3.0,55.723612,37.567788,Хамовники
1468,Crazy Mix,"Садовая-Черногрязская, 8, стр. 7",Красные Ворота,,2.0,55.76645,37.650819,Басманный
1469,Crazy Mix,"Перерва, 41",Братиславская,,2.0,55.659434,37.747091,Марьино
1470,Crazy Mix,"Семеновская пл., 7, корп. 17",Семеновская,,2.0,55.783605,37.721292,Соколиная Гора
1471,Cream,"Яузская, 1/15, стр. 1","Курская, Китай-город, Чкаловская",,1.0,55.750479,37.643354,Таганский
1472,Cream Up!,"Ярцевская, 19, МФК «Кунцево-плаза»",Молодежная,,1.0,55.738591,37.411005,Кунцево
1473,Cross Keys Pub,"М.Дмитровка, 3","Тверская, Пушкинская, Чеховская",,2.0,55.767028,37.605921,Тверской
1474,Croydon,"Пресненская наб., 2, ТЦ «Афимолл-cити»","Выставочная, Деловой центр",,2.0,55.74906,37.539347,Пресненский
1475,Crypto Bar,"Н.Арбат, 16","Библиотека им. Ленина, Арбатская, Смоленская, Александровский сад, Боровицкая",,3.0,55.753205,37.591764,Арбат
1476,Crystall Ballroom,"1-й Красногвардейский пр., 21, стр. 2, ММДЦ «Москва-Сити», башня ОКО, комплекс «354»","Выставочная, Международная, Деловой центр",,,,,
1477,Culinaryon,"б-р Энтузиастов, 2, БЦ Golden Gate, 27 этаж","Площадь Ильича, Римская",,,55.746405,37.682592,Таганский
1478,Cultura Coffee,"Усачева, 33, корп. 1",Спортивная,,1.0,55.723207,37.561113,Хамовники
1479,Cultura Coffee,"Рочдельская, 15, стр. 8, БЦ «Трехгорная мануфактура»","Краснопресненская, Улица 1905 года, Баррикадная",,1.0,55.756802,37.564751,Пресненский
1480,Cup'n'Cup,"Ленинградский просп., 15, стр. 1",Белорусская,,1.0,55.781458,37.572432,Беговой
1481,Cup'n'Cup,"Нахимовский просп., 58","Академическая, Профсоюзная",,1.0,55.683787,37.554169,Академический
1482,Cup'n'Cup,"Цветной б-р, 2, БЦ «Легенда Цветного»","Цветной бульвар, Трубная",,1.0,55.768025,37.623483,Мещанский
1483,Cup'n'Cup,"Гашека, 6",Маяковская,,1.0,53.176874,63.613829,
1484,Cup'n'Cup,"Бутырский Вал, 10",Белорусская,,1.0,55.778461,37.585925,Тверской
1485,Cup'n'Cup,"Садовническая, 82, стр. 2, БЦ «Аврора»",Павелецкая,,1.0,55.73552,37.642474,Замоскворечье
1486,Cure Bar,"Ленинградский просп., 66","Сокол, Аэропорт",,2.0,55.802725,37.52598,Аэропорт
1487,Cutlet Bar,"Кутузовский просп., 57, ТРЦ «Океания», 4 этаж",Славянский бульвар,,2.0,55.727927,37.476169,Фили-Давыдково
1488,Счастье на крыше,"Б.Путинковский пер., 5","Тверская, Пушкинская, Чеховская",6.6,2.0,55.76719,37.607709,Тверской
1489,Воккер,"Маршала Бирюзова, 32, ТРЦ «Пятая авеню»",Октябрьское Поле,6.5,1.0,55.799588,37.483023,Щукино
1490,Воккер,"Фестивальная, 2б, ТЦ «Речной»",Речной вокзал,6.5,1.0,55.855078,37.478082,Левобережный
1491,Гандара,"Рочдельская, 15, стр. 7, БЦ «Трехгорная мануфактура»","Краснопресненская, Улица 1905 года, Баррикадная",6.5,3.0,55.756614,37.559954,Пресненский
1492,Киану,"М.Бронная, 28","Тверская, Пушкинская, Чеховская",6.5,3.0,55.763624,37.594288,Пресненский
1493,Омулевая бочка,"Покровка, 33","Чистые пруды, Курская, Тургеневская, Сретенский бульвар, Чкаловская",6.5,2.0,55.761021,37.649795,Басманный
1494,Примавера,"Дмитрия Ульянова, 5а",Академическая,6.5,2.0,55.691902,37.561347,Гагаринский
1495,Сомбреро,"Б.Полянка, 51а/9",Полянка,6.5,2.0,55.7322,37.620869,Якиманка
1496,Штирбирлиц,"Россошанская, 1а",Улица Академика Янгеля,6.5,2.0,55.595771,37.606325,Чертаново Южное
1497,Cinnabon,"Тверская, 9","Охотный Ряд, Тверская, Театральная, Площадь Революции, Пушкинская, Чеховская",6.5,1.0,55.759856,37.610548,Тверской
1498,Scramble Café,"Спиридоновка, 24/1","Краснопресненская, Баррикадная",6.5,1.0,55.761634,37.592069,Пресненский
1499,Eat & Talk,"Моховая, 7","Библиотека им. Ленина, Арбатская, Александровский сад, Боровицкая",6.5,2.0,59.944945,30.344767,
1500,O'Hara,"Фридриха Энгельса, 20, стр. 2",Бауманская,6.5,2.0,55.772082,37.682574,Басманный
1501,Чайхона №1 Тимура Ланского,"Бутлерова, 22","Калужская, Беляево",6.5,3.0,55.649144,37.534918,Коньково
1502,Море внутри,"парк «Сокольники», Песочная аллея, 7а, 2 этаж",Сокольники,6.5,2.0,55.794163,37.66539,Сокольники
1503,Фреско,"1-я Фрунзенская, 8",Фрунзенская,6.5,3.0,55.727886,37.585404,Хамовники
1504,Крыша-бар,"Алтуфьевское ш., 8, ТРЦ «Алтуфьевский», 4 этаж",Владыкино,6.5,3.0,55.852829,37.58579,Отрадное
1505,Тануки,"Перерва, 58",Братиславская,6.5,2.0,55.662816,37.7608,Марьино
1506,Ku:,"Смоленская, 8, гостиница Azimut Moscow Smolenskaya","Смоленская, Киевская",6.5,2.0,55.746233,37.5804,Арбат
1507,Стейкс,"В.Радищевская, 21, в здании театра «Содружество актеров Таганки»","Таганская, Марксистская",6.5,3.0,55.742939,37.653837,Таганский
1508,Хинкальная №1,"Ст.Басманная, 7, стр. 1, 2 этаж","Красные Ворота, Курская, Чкаловская",6.5,2.0,55.764663,37.657485,Басманный
1509,Петрович,"Мясницкая, 24, стр. 3","Чистые пруды, Тургеневская, Сретенский бульвар",6.5,2.0,55.762667,37.635206,Басманный
1510,Экспедиция. Северная кухня,"Певческий пер., 6",Китай-город,6.5,4.0,55.751751,37.641674,Таганский
1511,Аист,"М.Бронная, 8/1","Тверская, Пушкинская, Чеховская",6.5,4.0,55.760337,37.596965,Пресненский
1512,Daddy's,"Рождественка, 5/7, стр. 2","Лубянка, Кузнецкий Мост",,2.0,55.761148,37.623304,Мещанский
1513,Dadio,"Бориса Галушкина, 10",ВДНХ,,2.0,55.824213,37.652984,Алексеевский
1514,Dagda Pub,"Колокольников пер., 22, стр. 5","Чистые пруды, Тургеневская, Сретенский бульвар, Трубная",,2.0,55.767879,37.629313,Мещанский
1515,Daily Coffee,"Тверская, 20/1","Тверская, Пушкинская, Чеховская",,1.0,55.766643,37.602373,Тверской
1516,Daily Drinks,"Сергея Эйзенштейна, 8, в фойе Киностудии им. Горького",ВДНХ,,1.0,,,
1517,Daily Drinks,"Академика Королева, 13",ВДНХ,,1.0,55.818882,37.618893,Останкинский
1518,Daily Food,"Станиславского, 21, стр. 2, БЦ «Фабрика Станиславского»","Таганская, Площадь Ильича, Марксистская, Римская",,1.0,55.745716,37.663539,Таганский
1519,Daily Food,"Нобеля, 5",,,1.0,40.377124,49.867574,
1520,Daily Food,"Сикорского, 11",,,1.0,55.681483,37.332815,Можайский
1521,Da Lorenzo,"Профсоюзная, 126, корп. 3, ТК «Коньково-пассаж», рынок «Экомаркет»",Коньково,,2.0,46.003321,137.043988,
1522,Danny Boy Pub,"Потаповский пер., 14","Чистые пруды, Тургеневская, Сретенский бульвар",,2.0,55.759481,37.641378,Басманный
1523,Dante Kitchen + Bar,"Кузнецкий Мост, 3, стр. 2","Лубянка, Охотный Ряд, Театральная, Площадь Революции, Кузнецкий Мост",,3.0,55.761664,37.616872,Тверской
1524,Danza Bar,"Алтуфьевское ш., 14","Отрадное, Владыкино",,2.0,55.85578,37.58588,Отрадное
1525,Da Pino,"Делегатская, 7, стр. 1","Новослободская, Менделеевская, Достоевская",,2.0,55.775869,37.612057,Тверской
1526,D'Aragon,"просп. Мира, 102, корп. 1","Алексеевская, Рижская",,2.0,55.800726,37.636733,Алексеевский
1527,Dark Side,"Дзержинский, Поклонная, 9",,,,55.633079,37.85064,
1528,Darvin,"Б.Грузинская, 37, стр. 2",Белорусская,,3.0,55.769388,37.580795,Пресненский
1529,Dashkov,"Пятницкая, 6/1, стр. 1","Новокузнецкая, Третьяковская",,2.0,55.744607,37.626969,Замоскворечье
1530,David B Café,"Богословский пер., 16/6, стр. 1","Тверская, Пушкинская, Чеховская",,1.0,55.763559,37.598259,Пресненский
